id,city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,rent_amount,property_tax,fire_insurance,total
1556,1,40,2,1,0,0,acept,not furnished,1100.00,0.00,17.00,1117.00
1557,1,100,4,1,0,0,acept,not furnished,1600.00,100.00,25.00,1725.00
1558,1,90,2,1,0,0,not acept,not furnished,2600.00,480.00,40.00,3120.00
1559,1,100,2,2,1,3,acept,not furnished,2023.00,60.00,26.00,2408.00
1560,1,135,3,2,1,13,acept,not furnished,7000.00,350.00,89.00,8974.00
1561,1,100,3,3,2,0,not acept,not furnished,2000.00,0.00,31.00,2151.00
1562,1,65,3,1,0,1,acept,not furnished,3655.00,159.00,47.00,3861.00
1563,1,387,4,6,4,1,acept,not furnished,6400.00,2792.00,82.00,14470.00
1564,1,235,3,3,1,3,acept,not furnished,5150.00,575.00,66.00,8376.00
1565,0,50,2,1,1,4,not acept,not furnished,1500.00,35.00,20.00,1805.00
1566,1,77,2,2,2,18,acept,not furnished,3000.00,203.00,39.00,3789.00
1567,1,120,3,3,1,14,acept,not furnished,2950.00,297.00,38.00,4635.00
1568,0,70,2,3,1,7,acept,not furnished,2004.00,0.00,26.00,3226.00
1569,1,40,1,1,0,2,acept,not furnished,1271.00,0.00,5.00,1486.00
1570,0,295,7,6,4,0,not acept,furnished,6200.00,334.00,94.00,6628.00
1571,1,320,3,3,4,0,acept,not furnished,10000.00,1000.00,151.00,11150.00
1572,1,100,2,1,1,10,not acept,furnished,2900.00,234.00,37.00,4266.00
1573,1,153,4,3,3,3,acept,not furnished,5500.00,700.00,70.00,8770.00
1574,1,85,3,3,2,3,acept,not furnished,3566.00,363.00,11.00,5105.00
1575,1,450,4,4,3,0,acept,not furnished,11500.00,875.00,173.00,12550.00
1576,1,50,1,1,0,1,not acept,not furnished,810.00,0.00,11.00,971.00
1577,1,90,2,2,1,3,acept,not furnished,3000.00,50.00,39.00,4089.00
1578,0,32,1,1,0,9,not acept,not furnished,600.00,4.00,8.00,912.00
1579,1,150,2,1,4,0,acept,not furnished,2800.00,203.00,43.00,3046.00
1580,1,86,3,2,0,8,acept,furnished,3400.00,188.00,44.00,4382.00
1581,1,230,3,5,3,3,not acept,not furnished,11000.00,1100.00,140.00,16040.00
1582,1,420,4,4,2,4,acept,not furnished,13000.00,1417.00,165.00,17880.00
1583,1,79,3,2,2,4,acept,furnished,2900.00,26.00,37.00,3623.00
1584,1,400,4,4,4,0,acept,furnished,10000.00,912.00,151.00,11060.00
1585,1,65,2,1,3,9,acept,not furnished,2000.00,217.00,26.00,3043.00
1586,0,73,3,2,2,1,acept,not furnished,2096.00,124.00,27.00,2693.00
1587,1,45,1,1,1,1,not acept,furnished,5520.00,0.00,70.00,8590.00
1588,1,800,5,7,6,0,acept,not furnished,15000.00,2051.00,226.00,17280.00
1589,1,60,2,1,1,8,acept,furnished,1800.00,0.00,23.00,2293.00
1590,1,137,3,3,3,4,acept,furnished,9800.00,417.00,125.00,11840.00
1591,1,100,3,2,1,4,acept,not furnished,3700.00,96.00,47.00,4729.00
1592,1,100,3,3,2,0,acept,not furnished,4100.00,100.00,62.00,5162.00
1593,0,90,3,1,1,7,acept,not furnished,1450.00,20.00,19.00,2245.00
1594,0,166,4,3,3,6,acept,not furnished,2150.00,284.00,28.00,4322.00
1595,1,180,3,2,2,6,acept,not furnished,5500.00,518.00,70.00,8154.00
1596,1,300,2,3,2,0,acept,furnished,3200.00,0.00,49.00,3249.00
1597,1,150,3,3,2,0,acept,not furnished,2050.00,250.00,31.00,2331.00
1598,1,60,1,1,1,13,acept,furnished,3900.00,109.00,50.00,4705.00
1599,0,42,1,1,1,16,not acept,furnished,1200.00,134.00,16.00,2372.00
1600,0,46,1,1,0,7,not acept,not furnished,700.00,0.00,9.00,1109.00
1601,1,40,1,1,1,5,not acept,not furnished,4320.00,181.00,55.00,5159.00
1602,0,55,1,1,1,6,acept,not furnished,700.00,36.00,9.00,1385.00
1603,1,83,2,2,1,21,acept,not furnished,4800.00,174.00,61.00,5817.00
1604,1,220,4,3,3,4,acept,not furnished,4000.00,967.00,51.00,8218.00
1605,1,190,3,4,3,2,acept,not furnished,5950.00,1209.00,76.00,11040.00
1606,1,65,2,1,1,1,acept,not furnished,2050.00,61.00,29.00,2718.00
1607,1,186,3,3,2,22,not acept,not furnished,5435.00,405.00,69.00,7259.00
1608,1,80,1,1,0,0,acept,not furnished,1200.00,1.00,19.00,1220.00
1609,1,175,3,4,3,7,acept,not furnished,9000.00,0.00,115.00,9115.00
1610,1,95,3,2,0,0,acept,not furnished,1690.00,0.00,26.00,1716.00
1611,1,86,3,1,1,6,acept,not furnished,3150.00,0.00,40.00,3650.00
1612,1,300,4,4,3,0,acept,not furnished,10000.00,767.00,151.00,10920.00
1613,1,108,4,3,2,4,acept,not furnished,6500.00,609.00,83.00,8326.00
1614,0,45,1,1,1,3,acept,not furnished,600.00,38.00,8.00,1167.00
1615,1,37,1,1,0,16,not acept,not furnished,1519.00,30.00,20.00,1884.00
1616,1,30,1,1,1,10,not acept,furnished,3237.00,350.00,42.00,4169.00
1617,1,246,3,4,4,9,acept,furnished,10000.00,1480.00,127.00,14960.00
1618,1,234,3,5,3,17,not acept,furnished,14000.00,1334.00,178.00,18260.00
1619,1,73,2,2,1,6,acept,furnished,5000.00,196.00,64.00,6332.00
1620,1,113,3,2,2,8,acept,not furnished,2975.00,359.00,38.00,5122.00
1621,0,110,3,3,2,0,acept,not furnished,3200.00,1056.00,49.00,4865.00
1622,1,400,3,2,8,0,acept,furnished,15000.00,1334.00,226.00,16560.00
1623,1,29,1,1,0,0,not acept,not furnished,1430.00,0.00,19.00,1449.00
1624,1,140,2,2,2,0,not acept,not furnished,2700.00,56.00,41.00,2797.00
1625,1,28,1,1,1,13,not acept,furnished,2800.00,42.00,36.00,3493.00
1626,1,200,3,3,3,0,acept,not furnished,7000.00,737.00,106.00,7843.00
1627,1,20,1,1,0,11,not acept,not furnished,1850.00,0.00,24.00,2233.00
1628,1,88,3,2,2,11,acept,furnished,5870.00,108.00,75.00,7403.00
1629,1,40,1,1,1,3,acept,not furnished,1500.00,59.00,20.00,1979.00
1630,1,150,3,2,2,16,acept,not furnished,5000.00,484.00,64.00,7248.00
1631,1,187,3,2,3,0,acept,not furnished,3500.00,193.00,53.00,4246.00
1632,1,51,1,1,1,13,acept,not furnished,2700.00,84.00,35.00,3332.00
1633,1,62,2,2,1,1,not acept,furnished,5050.00,227.00,64.00,6025.00
1634,1,150,3,2,4,0,acept,not furnished,9670.00,55.00,146.00,9871.00
1635,1,48,1,1,1,21,not acept,furnished,6698.00,166.00,85.00,8086.00
1636,0,60,2,1,1,0,not acept,not furnished,830.00,0.00,13.00,843.00
1637,1,53,1,1,1,5,not acept,furnished,2600.00,0.00,33.00,3765.00
1638,1,74,2,1,2,9,acept,furnished,6600.00,424.00,84.00,8208.00
1639,1,53,1,1,0,2,not acept,not furnished,1680.00,68.00,22.00,1940.00
1640,0,300,4,5,4,0,acept,not furnished,4000.00,362.00,61.00,4423.00
1641,1,180,2,3,2,13,acept,not furnished,12500.00,0.00,159.00,12660.00
1642,1,53,2,2,1,4,acept,furnished,1650.00,0.00,13.00,2113.00
1643,0,296,6,4,8,0,acept,not furnished,5200.00,375.00,79.00,5654.00
1644,1,145,4,3,2,1,acept,not furnished,4800.00,500.00,61.00,7005.00
1645,1,230,3,3,3,11,acept,not furnished,4080.00,417.00,52.00,6449.00
1646,1,420,4,4,4,19,acept,not furnished,11050.00,3700.00,141.00,19790.00
1647,1,34,1,1,0,10,acept,not furnished,1610.00,25.00,21.00,1856.00
1648,1,27,1,1,1,6,not acept,not furnished,3700.00,Incluso,47.00,3747.00
1649,1,17,1,1,0,1,not acept,furnished,2200.00,50.00,28.00,2578.00
1650,1,64,2,1,2,10,not acept,furnished,4000.00,342.00,51.00,6923.00
1651,1,645,5,8,8,0,acept,not furnished,15000.00,2334.00,226.00,17560.00
1652,1,68,2,2,1,6,acept,not furnished,1339.00,0.00,16.00,1955.00
1653,1,68,1,1,1,12,acept,furnished,6000.00,584.00,77.00,10900.00
1654,1,134,3,3,3,8,acept,not furnished,2125.00,375.00,27.00,4207.00
1655,1,43,1,1,0,13,acept,not furnished,1700.00,0.00,22.00,1972.00
1656,1,48,1,1,2,7,acept,furnished,7000.00,245.00,89.00,9634.00
1657,1,220,5,4,3,0,not acept,not furnished,8000.00,425.00,121.00,8546.00
1658,1,600,5,5,6,0,acept,not furnished,15000.00,2100.00,191.00,17290.00
1659,1,260,3,4,3,3,acept,not furnished,1040.00,1250.00,14.00,5704.00
1660,1,250,3,4,0,6,acept,not furnished,5000.00,1334.00,64.00,9898.00
1661,1,126,3,2,2,18,not acept,not furnished,1680.00,0.00,22.00,2692.00
1662,1,62,2,2,0,6,not acept,not furnished,1400.00,92.00,18.00,2155.00
1663,1,68,2,1,0,2,not acept,not furnished,1300.00,0.00,17.00,1617.00
1664,1,195,4,3,4,7,acept,not furnished,2700.00,1067.00,35.00,5610.00
1665,1,57,2,2,1,22,not acept,furnished,4500.00,140.00,58.00,5178.00
1666,1,556,4,5,7,0,acept,not furnished,7000.00,2059.00,106.00,9165.00
1667,1,70,2,1,1,14,acept,not furnished,2400.00,162.00,31.00,3169.00
1668,1,105,3,2,3,1,acept,not furnished,1900.00,552.00,25.00,3727.00
1669,0,200,4,3,2,1,acept,not furnished,3400.00,209.00,44.00,4803.00
1670,1,290,3,5,4,8,acept,furnished,7000.00,0.00,89.00,10670.00
1671,1,90,2,2,1,7,not acept,furnished,3910.00,0.00,15.00,4792.00
1672,1,94,1,2,2,2,not acept,furnished,13000.00,384.00,165.00,14910.00
1673,1,130,3,4,2,11,not acept,not furnished,2318.00,411.00,30.00,4309.00
1674,1,40,1,1,0,0,acept,not furnished,1100.00,195.00,17.00,1312.00
1675,1,110,4,5,3,0,acept,not furnished,3900.00,625.00,59.00,4584.00
1676,1,28,1,1,0,5,acept,furnished,1764.00,0.00,23.00,2042.00
1677,1,240,3,3,3,11,acept,furnished,10000.00,1200.00,127.00,14330.00
1678,1,100,3,3,3,1,acept,not furnished,3300.00,417.00,42.00,4759.00
1679,1,20,1,1,0,0,acept,not furnished,2060.00,0.00,27.00,2087.00
1680,1,300,4,4,4,19,acept,furnished,9000.00,1667.00,115.00,13580.00
1681,1,16,1,1,0,1,not acept,not furnished,850.00,30.00,11.00,891.00
1682,1,90,2,1,0,2,not acept,not furnished,1720.00,0.00,26.00,1746.00
1683,1,90,3,3,2,1,acept,not furnished,1997.00,280.00,26.00,3474.00
1684,1,39,2,1,0,3,acept,not furnished,1450.00,43.00,19.00,1632.00
1685,0,578,4,5,8,0,acept,not furnished,9500.00,787.00,143.00,10430.00
1686,1,180,3,2,1,0,not acept,not furnished,3000.00,163.00,46.00,3209.00
1687,1,209,3,3,0,4,acept,not furnished,4000.00,803.00,51.00,7054.00
1688,1,170,3,3,2,6,acept,not furnished,9500.00,828.00,121.00,12830.00
1689,1,250,4,5,4,6,acept,not furnished,9800.00,998.00,125.00,12970.00
1690,1,262,4,5,4,17,acept,not furnished,2250.00,1350.00,29.00,6129.00
1691,1,100,3,3,0,0,acept,not furnished,1955.00,30.00,30.00,2015.00
1692,1,200,3,2,2,0,acept,not furnished,2900.00,791.00,44.00,3735.00
1693,1,70,2,1,1,6,acept,not furnished,3000.00,0.00,39.00,3589.00
1694,1,244,3,3,3,4,acept,not furnished,8900.00,1679.00,113.00,15690.00
1695,1,270,5,4,4,6,not acept,not furnished,7000.00,1684.00,89.00,12270.00
1696,1,45,1,1,0,0,not acept,not furnished,1030.00,60.00,16.00,1106.00
1697,1,20,1,1,0,3,not acept,furnished,2400.00,59.00,31.00,2830.00
1698,1,70,2,2,0,1,not acept,not furnished,3750.00,25.00,48.00,4543.00
1699,0,130,2,2,5,0,acept,not furnished,1800.00,321.00,28.00,2149.00
1700,0,104,2,2,1,2,acept,not furnished,1700.00,122.00,22.00,2424.00
1701,1,65,1,1,1,9,not acept,not furnished,2500.00,0.00,32.00,3532.00
1702,1,235,3,3,3,11,not acept,not furnished,6500.00,579.00,83.00,8529.00
1703,1,200,3,4,2,2,acept,not furnished,9180.00,0.00,117.00,12000.00
1704,1,150,2,2,1,0,acept,furnished,2175.00,0.00,12.00,2187.00
1705,0,60,2,1,1,2,acept,not furnished,1000.00,0.00,13.00,1327.00
1706,1,82,1,1,2,1,acept,not furnished,8000.00,267.00,102.00,10020.00
1707,1,380,3,2,3,5,acept,not furnished,15000.00,917.00,191.00,19310.00
1708,1,380,4,4,3,1,acept,not furnished,8000.00,2180.00,102.00,12580.00
1709,1,54,2,2,1,16,acept,not furnished,2200.00,117.00,28.00,3010.00
1710,1,67,2,2,1,1,not acept,furnished,3500.00,60.00,45.00,4185.00
1711,1,330,2,4,3,0,acept,not furnished,6000.00,2000.00,91.00,8091.00
1712,1,117,4,5,4,10,not acept,not furnished,3175.00,711.00,41.00,5450.00
1713,0,200,3,3,5,0,acept,not furnished,2650.00,220.00,40.00,2910.00
1714,1,305,2,3,0,10,acept,not furnished,5000.00,667.00,64.00,9231.00
1715,1,53,2,2,2,5,acept,not furnished,2495.00,166.00,11.00,3429.00
1716,0,170,4,3,2,0,acept,not furnished,1750.00,109.00,27.00,1886.00
1717,1,50,1,1,1,13,acept,not furnished,1800.00,0.00,23.00,2323.00
1718,1,250,4,2,3,2,not acept,furnished,15000.00,100.00,191.00,18290.00
1719,1,164,3,2,1,15,acept,furnished,3700.00,198.00,47.00,5174.00
1720,1,90,2,1,1,0,acept,not furnished,2500.00,219.00,38.00,2757.00
1721,0,115,3,3,1,5,acept,not furnished,1900.00,30.00,25.00,2990.00
1722,1,206,3,3,1,11,acept,furnished,7400.00,586.00,94.00,10990.00
1723,1,50,2,2,1,10,acept,not furnished,1900.00,0.00,25.00,2305.00
1724,0,49,2,1,1,1,acept,not furnished,1000.00,38.00,13.00,1314.00
1725,1,30,1,1,0,5,acept,not furnished,1210.00,21.00,16.00,1577.00
1726,1,130,3,1,1,0,acept,not furnished,5600.00,Incluso,85.00,5685.00
1727,1,360,4,9,8,0,acept,not furnished,8540.00,1329.00,129.00,9998.00
1728,1,54,2,1,1,1,acept,not furnished,1932.00,73.00,8.00,2683.00
1729,0,252,3,3,4,0,acept,not furnished,3300.00,259.00,50.00,3609.00
1730,0,130,3,2,0,0,acept,not furnished,1400.00,10.00,22.00,1432.00
1731,0,400,4,4,3,0,acept,not furnished,8700.00,458.00,131.00,10490.00
1732,1,27,1,1,0,2,not acept,not furnished,895.00,41.00,12.00,998.00
1733,1,45,1,1,1,8,not acept,not furnished,2349.00,0.00,8.00,2946.00
1734,1,260,4,4,2,5,acept,furnished,4400.00,584.00,56.00,7610.00
1735,1,74,2,3,2,24,acept,not furnished,3200.00,40.00,41.00,3731.00
1736,1,59,2,2,0,5,not acept,not furnished,2040.00,25.00,26.00,2845.00
1737,1,51,2,1,1,4,acept,not furnished,2500.00,23.00,32.00,3010.00
1738,1,346,4,4,4,6,acept,not furnished,4080.00,2704.00,52.00,9036.00
1739,1,30,1,1,0,0,not acept,not furnished,1200.00,0.00,19.00,1219.00
1740,1,58,2,1,1,1,acept,not furnished,1397.00,3.00,18.00,2128.00
1741,0,65,2,1,1,1,acept,furnished,1850.00,49.00,24.00,2382.00
1742,1,110,2,3,2,2,acept,not furnished,6500.00,517.00,83.00,8376.00
1743,1,600,5,7,8,0,acept,furnished,9000.00,1875.00,136.00,11010.00
1744,1,35,1,1,0,1,acept,not furnished,1950.00,0.00,25.00,1976.00
1745,1,65,3,1,0,13,not acept,not furnished,1880.00,30.00,24.00,2444.00
1746,1,83,2,1,1,6,not acept,not furnished,1600.00,125.00,21.00,2296.00
1747,1,100,3,2,0,3,not acept,not furnished,2000.00,250.00,26.00,3076.00
1748,1,90,2,2,1,3,acept,not furnished,3000.00,50.00,39.00,4089.00
1749,1,65,1,1,1,14,not acept,furnished,3500.00,1.00,45.00,5946.00
1750,1,135,3,2,2,3,acept,not furnished,2300.00,775.00,30.00,4755.00
1751,1,90,2,2,2,0,acept,not furnished,1800.00,0.00,28.00,1828.00
1752,1,58,2,1,1,8,acept,not furnished,1500.00,5.00,20.00,2175.00
1753,1,34,2,1,0,10,acept,not furnished,2200.00,15.00,28.00,2543.00
1754,1,350,3,5,3,0,acept,not furnished,12000.00,1250.00,181.00,13430.00
1755,1,45,1,1,1,18,not acept,furnished,4500.00,334.00,58.00,7092.00
1756,1,120,3,2,1,1,not acept,not furnished,2500.00,160.00,32.00,3562.00
1757,0,45,1,1,1,4,not acept,not furnished,850.00,140.00,11.00,1418.00
1758,1,26,1,1,0,0,not acept,not furnished,900.00,10.00,12.00,922.00
1759,1,137,4,1,1,4,not acept,furnished,3000.00,5.00,22.00,3462.00
1760,1,200,2,2,1,0,acept,not furnished,2000.00,1.00,31.00,2032.00
1761,1,20,1,1,0,6,acept,furnished,1800.00,130.00,23.00,2555.00
1762,1,163,3,3,3,8,acept,furnished,2550.00,417.00,33.00,4532.00
1763,1,32,1,1,1,8,not acept,not furnished,2088.00,0.00,7.00,2692.00
1764,1,45,1,1,1,7,acept,not furnished,1700.00,170.00,22.00,2587.00
1765,1,147,3,2,0,9,not acept,furnished,4250.00,0.00,54.00,5804.00
1766,1,260,3,2,1,0,not acept,not furnished,3000.00,334.00,46.00,3380.00
1767,1,36,1,1,1,8,acept,furnished,3400.00,80.00,44.00,4124.00
1768,1,20,1,1,0,3,acept,furnished,1800.00,130.00,23.00,2555.00
1769,1,112,1,2,2,7,acept,furnished,8389.00,0.00,107.00,8496.00
1770,1,35,1,1,0,9,acept,furnished,1300.00,40.00,17.00,1807.00
1771,1,280,3,4,2,0,acept,not furnished,2590.00,310.00,39.00,2939.00
1772,1,137,2,2,1,0,not acept,not furnished,4600.00,410.00,70.00,5080.00
1773,1,120,3,3,1,4,acept,not furnished,3070.00,0.00,39.00,4124.00
1774,1,62,3,1,1,7,not acept,not furnished,1600.00,25.00,21.00,2046.00
1775,1,70,2,2,0,0,acept,not furnished,1980.00,0.00,30.00,2010.00
1776,1,78,3,2,2,10,acept,not furnished,2400.00,117.00,31.00,3198.00
1777,1,39,1,1,1,24,not acept,furnished,4200.00,125.00,54.00,4979.00
1778,0,90,3,3,2,4,acept,not furnished,1350.00,78.00,18.00,2186.00
1779,1,121,2,3,1,20,acept,not furnished,2560.00,170.00,33.00,3588.00
1780,1,97,3,3,2,7,acept,not furnished,2500.00,275.00,32.00,3865.00
1781,1,130,2,2,2,0,acept,not furnished,3500.00,448.00,53.00,4001.00
1782,0,46,2,1,1,4,acept,not furnished,1250.00,0.00,16.00,1516.00
1783,1,93,2,2,2,2,acept,furnished,5500.00,325.00,70.00,7061.00
1784,1,70,2,2,0,1,acept,not furnished,1000.00,138.00,13.00,1431.00
1785,1,100,2,1,1,0,acept,not furnished,1900.00,84.00,29.00,2013.00
1786,1,64,1,2,1,3,acept,not furnished,2603.00,101.00,16.00,3483.00
1787,1,84,2,2,0,12,acept,not furnished,1500.00,0.00,20.00,2267.00
1788,1,146,3,5,3,17,not acept,furnished,9000.00,0.00,115.00,10520.00
1789,1,110,3,2,1,1,acept,not furnished,5500.00,25.00,70.00,6595.00
1790,1,80,1,2,1,10,acept,furnished,4000.00,109.00,51.00,5160.00
1791,1,280,3,4,4,4,acept,not furnished,15000.00,1500.00,191.00,21690.00
1792,1,180,4,3,2,5,acept,not furnished,5500.00,667.00,70.00,8887.00
1793,1,20,1,1,0,2,not acept,furnished,3142.00,67.00,40.00,3399.00
1794,1,70,3,1,1,9,acept,not furnished,2500.00,0.00,32.00,3532.00
1795,1,54,1,1,1,13,not acept,not furnished,4130.00,250.00,53.00,5917.00
1796,1,469,4,5,4,12,acept,not furnished,15000.00,2260.00,191.00,23160.00
1797,0,240,3,4,4,1,acept,not furnished,7000.00,0.00,89.00,9889.00
1798,1,141,3,2,2,11,acept,not furnished,6900.00,450.00,88.00,9638.00
1799,1,70,2,1,0,1,acept,not furnished,1600.00,0.00,21.00,1621.00
1800,1,58,1,2,1,14,acept,furnished,5800.00,200.00,74.00,6994.00
1801,1,160,3,2,2,2,acept,not furnished,3599.00,490.00,46.00,5835.00
1802,0,348,3,3,3,0,acept,not furnished,6000.00,350.00,91.00,6441.00
1803,1,68,2,1,1,1,acept,not furnished,1200.00,0.00,16.00,2280.00
1804,0,58,2,2,2,8,not acept,furnished,3500.00,0.00,45.00,3892.00
1805,1,138,2,3,2,9,acept,furnished,2180.00,606.00,28.00,4896.00
1806,1,55,1,1,1,11,not acept,not furnished,2200.00,148.00,28.00,3072.00
1807,0,170,3,2,2,0,acept,not furnished,2300.00,98.00,35.00,2433.00
1808,1,400,3,7,4,0,acept,not furnished,20000.00,84.00,254.00,23340.00
1809,0,188,5,4,0,0,acept,not furnished,4000.00,178.00,61.00,4239.00
1810,1,240,3,4,2,0,acept,not furnished,8200.00,625.00,124.00,8950.00
1811,1,23,1,1,0,23,acept,not furnished,2100.00,41.00,27.00,2560.00
1812,1,48,1,2,1,2,acept,furnished,3857.00,0.00,13.00,4620.00
1813,0,380,3,5,4,0,acept,not furnished,3800.00,459.00,58.00,4317.00
1814,1,58,2,2,1,12,not acept,furnished,4000.00,256.00,51.00,5235.00
1815,1,200,2,1,1,0,acept,not furnished,2450.00,200.00,37.00,2687.00
1816,1,70,2,1,1,7,acept,furnished,3300.00,211.00,42.00,5618.00
1817,1,126,2,2,1,0,acept,not furnished,2500.00,0.00,38.00,2538.00
1818,1,218,3,4,2,6,not acept,not furnished,7800.00,334.00,99.00,10030.00
1819,0,190,4,4,2,14,acept,not furnished,3200.00,192.00,15.00,4307.00
1820,0,64,1,2,1,11,not acept,not furnished,1540.00,68.00,20.00,2558.00
1821,1,420,4,4,4,7,acept,not furnished,12000.00,2000.00,153.00,20150.00
1822,1,42,1,1,0,6,acept,furnished,1800.00,0.00,23.00,2168.00
1823,0,284,4,3,4,0,acept,furnished,6000.00,405.00,91.00,7996.00
1824,1,108,3,2,2,2,acept,not furnished,2200.00,195.00,28.00,3403.00
1825,1,95,2,1,1,0,acept,not furnished,2900.00,0.00,44.00,2944.00
1826,1,217,2,3,3,5,acept,furnished,6000.00,1000.00,77.00,9577.00
1827,1,190,3,3,2,10,not acept,not furnished,9000.00,888.00,115.00,12800.00
1828,0,150,2,2,1,0,acept,not furnished,1060.00,167.00,16.00,1243.00
1829,1,75,1,2,0,4,acept,not furnished,2100.00,0.00,27.00,2387.00
1830,1,40,1,1,0,0,not acept,not furnished,780.00,17.00,12.00,809.00
1831,1,110,2,1,1,2,acept,not furnished,3000.00,137.00,39.00,4376.00
1832,1,139,4,5,2,6,not acept,not furnished,10000.00,584.00,127.00,12210.00
1833,1,30,1,1,0,12,acept,furnished,3400.00,0.00,44.00,3794.00
1834,1,58,2,1,1,9,acept,not furnished,1800.00,0.00,23.00,2220.00
1835,1,150,3,4,2,0,acept,not furnished,2750.00,159.00,42.00,3076.00
1836,1,131,4,4,3,1,not acept,furnished,6000.00,798.00,77.00,8975.00
1837,1,18,1,1,0,0,acept,not furnished,1720.00,0.00,22.00,1742.00
1838,1,80,2,1,1,6,acept,not furnished,1500.00,0.00,20.00,1920.00
1839,1,144,3,4,3,4,acept,furnished,7200.00,589.00,92.00,8737.00
1840,1,85,2,1,0,4,acept,not furnished,1617.00,67.00,21.00,2215.00
1841,1,76,2,2,1,2,acept,not furnished,3410.00,272.00,44.00,4626.00
1842,1,370,5,3,4,0,acept,not furnished,8500.00,492.00,128.00,9120.00
1843,0,100,2,1,0,16,acept,not furnished,900.00,61.00,12.00,1523.00
1844,1,260,3,5,0,0,acept,not furnished,9000.00,634.00,136.00,9770.00
1845,1,220,3,4,2,0,acept,not furnished,15000.00,834.00,226.00,16460.00
1846,1,273,3,3,1,5,acept,not furnished,5000.00,778.00,64.00,7722.00
1847,1,107,3,2,1,12,not acept,not furnished,5800.00,386.00,74.00,7300.00
1848,1,34,2,1,0,10,acept,not furnished,2200.00,15.00,28.00,2543.00
1849,1,80,2,1,0,0,acept,furnished,4892.00,0.00,74.00,4966.00
1850,1,550,4,5,0,1,acept,not furnished,8800.00,0.00,112.00,11610.00
1851,1,60,3,3,2,0,acept,not furnished,2700.00,273.00,41.00,3014.00
1852,1,45,2,1,1,24,acept,not furnished,1850.00,104.00,24.00,2523.00
1853,1,170,4,2,3,0,acept,not furnished,2550.00,0.00,39.00,2589.00
1854,1,200,3,4,3,18,acept,furnished,6200.00,1084.00,79.00,9713.00
1855,0,70,2,1,1,15,not acept,furnished,2250.00,78.00,29.00,2707.00
1856,1,77,2,2,1,5,acept,not furnished,1950.00,213.00,25.00,3186.00
1857,1,270,4,4,4,11,acept,furnished,15000.00,100.00,191.00,18090.00
1858,1,339,4,5,4,13,acept,furnished,15000.00,1440.00,191.00,19430.00
1859,1,50,1,1,0,0,acept,not furnished,1100.00,0.00,17.00,1117.00
1860,1,104,2,2,0,3,acept,furnished,2200.00,0.00,28.00,2984.00
1861,1,68,2,2,1,19,not acept,furnished,6700.00,225.00,85.00,7720.00
1862,1,240,4,4,3,4,acept,not furnished,2000.00,2000.00,26.00,12030.00
1863,1,45,1,1,1,14,not acept,furnished,2300.00,167.00,30.00,4697.00
1864,1,189,4,3,3,3,acept,not furnished,4500.00,1334.00,58.00,9326.00
1865,1,43,1,1,0,6,acept,not furnished,1472.00,42.00,6.00,1739.00
1866,1,35,1,1,1,1,acept,not furnished,1010.00,30.00,13.00,1053.00
1867,1,200,3,3,2,0,acept,not furnished,8000.00,292.00,121.00,8413.00
1868,1,250,3,5,8,0,acept,furnished,6000.00,7.00,91.00,6098.00
1869,1,400,4,6,3,0,acept,not furnished,7225.00,163.00,109.00,7497.00
1870,1,45,1,1,1,1,not acept,furnished,5520.00,0.00,70.00,8590.00
1871,1,22,1,1,1,25,acept,not furnished,2200.00,55.00,28.00,2754.00
1872,1,180,3,3,2,4,acept,not furnished,8000.00,413.00,102.00,10620.00
1873,1,486,4,6,5,8,not acept,not furnished,4861.00,3772.00,62.00,13310.00
1874,1,72,3,2,2,7,acept,not furnished,2312.00,0.00,8.00,3040.00
1875,1,830,2,2,2,0,acept,not furnished,2001.00,159.00,31.00,2191.00
1876,1,52,1,1,1,1,acept,furnished,4667.00,64.00,60.00,5201.00
1877,1,90,1,1,0,11,not acept,not furnished,2066.00,0.00,27.00,2393.00
1878,0,165,3,2,1,1,acept,not furnished,1800.00,294.00,23.00,3217.00
1879,1,71,2,2,1,4,acept,not furnished,1250.00,35.00,16.00,2031.00
1880,1,65,2,2,2,6,acept,not furnished,2000.00,0.00,26.00,2743.00
1881,0,260,3,5,5,0,acept,not furnished,7600.00,584.00,115.00,9999.00
1882,1,140,2,1,0,8,acept,not furnished,4500.00,0.00,58.00,5858.00
1883,1,200,3,2,3,14,acept,furnished,8000.00,667.00,102.00,11770.00
1884,1,204,3,2,2,2,acept,not furnished,7000.00,764.00,89.00,11400.00
1885,1,96,3,1,2,1,acept,not furnished,1847.00,15.00,24.00,2486.00
1886,1,136,3,4,3,4,not acept,not furnished,3500.00,350.00,45.00,5441.00
1887,1,156,3,2,1,0,acept,not furnished,6400.00,59.00,97.00,6556.00
1888,0,98,1,1,1,5,acept,not furnished,2800.00,152.00,36.00,3718.00
1889,1,150,3,3,3,0,acept,not furnished,4600.00,234.00,70.00,5004.00
1890,1,200,3,3,5,0,acept,not furnished,14000.00,834.00,211.00,15050.00
1891,1,31,2,1,0,2,acept,not furnished,1040.00,0.00,14.00,1054.00
1892,1,136,3,2,2,13,acept,furnished,15000.00,374.00,191.00,16820.00
1893,1,440,4,4,4,11,acept,furnished,10200.00,2849.00,130.00,18160.00
1894,1,110,3,3,1,9,not acept,not furnished,3000.00,84.00,39.00,4123.00
