"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02719V03286","Country","C02199V02655","Sex","C02542V03077","Origin or Destination","UNIT","VALUE"
"PEA18","Estimated Migration (Persons in April)","1992","1992","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","-0.1"
"PEA18","Estimated Migration (Persons in April)","1992","1992","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","3.5"
"PEA18","Estimated Migration (Persons in April)","1992","1992","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","3.4"
"PEA18","Estimated Migration (Persons in April)","1992","1992","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","-4.3"
"PEA18","Estimated Migration (Persons in April)","1992","1992","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","4"
"PEA18","Estimated Migration (Persons in April)","1992","1992","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","3.2"
"PEA18","Estimated Migration (Persons in April)","1992","1992","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1992","1992","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1992","1992","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1992","1992","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1992","1992","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1992","1992","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1992","1992","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1992","1992","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1992","1992","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","1.1"
"PEA18","Estimated Migration (Persons in April)","1993","1993","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","16.4"
"PEA18","Estimated Migration (Persons in April)","1993","1993","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","17.5"
"PEA18","Estimated Migration (Persons in April)","1993","1993","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","0.8"
"PEA18","Estimated Migration (Persons in April)","1993","1993","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","8.2"
"PEA18","Estimated Migration (Persons in April)","1993","1993","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","9"
"PEA18","Estimated Migration (Persons in April)","1993","1993","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","0.2"
"PEA18","Estimated Migration (Persons in April)","1993","1993","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","8.2"
"PEA18","Estimated Migration (Persons in April)","1993","1993","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","8.4"
"PEA18","Estimated Migration (Persons in April)","1993","1993","US","United States","-","Both sexes","01","Net migration","Thousand","-0.6"
"PEA18","Estimated Migration (Persons in April)","1993","1993","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","5.6"
"PEA18","Estimated Migration (Persons in April)","1993","1993","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","5"
"PEA18","Estimated Migration (Persons in April)","1993","1993","US","United States","1","Male","01","Net migration","Thousand","-0.6"
"PEA18","Estimated Migration (Persons in April)","1993","1993","US","United States","1","Male","04","Emigrants: All destinations","Thousand","3.1"
"PEA18","Estimated Migration (Persons in April)","1993","1993","US","United States","1","Male","05","Immigrants: All origins","Thousand","2.5"
"PEA18","Estimated Migration (Persons in April)","1993","1993","US","United States","2","Female","01","Net migration","Thousand","0"
"PEA18","Estimated Migration (Persons in April)","1993","1993","US","United States","2","Female","04","Emigrants: All destinations","Thousand","2.5"
"PEA18","Estimated Migration (Persons in April)","1993","1993","US","United States","2","Female","05","Immigrants: All origins","Thousand","2.5"
"PEA18","Estimated Migration (Persons in April)","1993","1993","CA","Canada","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","CA","Canada","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","CA","Canada","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","CA","Canada","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","CA","Canada","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","AU","Australia","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","AU","Australia","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","AU","Australia","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","AU","Australia","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","AU","Australia","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","-0.1"
"PEA18","Estimated Migration (Persons in April)","1993","1993","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","5.8"
"PEA18","Estimated Migration (Persons in April)","1993","1993","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","5.7"
"PEA18","Estimated Migration (Persons in April)","1993","1993","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","0.1"
"PEA18","Estimated Migration (Persons in April)","1993","1993","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","3"
"PEA18","Estimated Migration (Persons in April)","1993","1993","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","3.1"
"PEA18","Estimated Migration (Persons in April)","1993","1993","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","0.3"
"PEA18","Estimated Migration (Persons in April)","1993","1993","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","2.9"
"PEA18","Estimated Migration (Persons in April)","1993","1993","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","2.6"
"PEA18","Estimated Migration (Persons in April)","1993","1993","-","All countries","-","Both sexes","01","Net migration","Thousand","-0.4"
"PEA18","Estimated Migration (Persons in April)","1993","1993","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","35.1"
"PEA18","Estimated Migration (Persons in April)","1993","1993","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","34.7"
"PEA18","Estimated Migration (Persons in April)","1993","1993","-","All countries","1","Male","01","Net migration","Thousand","-0.2"
"PEA18","Estimated Migration (Persons in April)","1993","1993","-","All countries","1","Male","04","Emigrants: All destinations","Thousand","17.6"
"PEA18","Estimated Migration (Persons in April)","1993","1993","-","All countries","1","Male","05","Immigrants: All origins","Thousand","17.4"
"PEA18","Estimated Migration (Persons in April)","1993","1993","-","All countries","2","Female","01","Net migration","Thousand","-0.2"
"PEA18","Estimated Migration (Persons in April)","1993","1993","-","All countries","2","Female","04","Emigrants: All destinations","Thousand","17.5"
"PEA18","Estimated Migration (Persons in April)","1993","1993","-","All countries","2","Female","05","Immigrants: All origins","Thousand","17.3"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","01","Net migration","Thousand","-0.7"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","04","Emigrants: All destinations","Thousand","7.3"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","05","Immigrants: All origins","Thousand","6.6"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","-0.5"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","3.4"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","2.9"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","-4.4"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","3.9"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","3.8"
"PEA18","Estimated Migration (Persons in April)","1993","1993","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1993","1993","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","0.4"
"PEA18","Estimated Migration (Persons in April)","1994","1994","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","14.8"
"PEA18","Estimated Migration (Persons in April)","1994","1994","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","15.2"
"PEA18","Estimated Migration (Persons in April)","1994","1994","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","0.1"
"PEA18","Estimated Migration (Persons in April)","1994","1994","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","7.7"
"PEA18","Estimated Migration (Persons in April)","1994","1994","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","7.8"
"PEA18","Estimated Migration (Persons in April)","1994","1994","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","0.3"
"PEA18","Estimated Migration (Persons in April)","1994","1994","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","7.1"
"PEA18","Estimated Migration (Persons in April)","1994","1994","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","7.4"
"PEA18","Estimated Migration (Persons in April)","1994","1994","US","United States","-","Both sexes","01","Net migration","Thousand","-5.3"
"PEA18","Estimated Migration (Persons in April)","1994","1994","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","9.6"
"PEA18","Estimated Migration (Persons in April)","1994","1994","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","4.3"
"PEA18","Estimated Migration (Persons in April)","1994","1994","US","United States","1","Male","01","Net migration","Thousand","-2.9"
"PEA18","Estimated Migration (Persons in April)","1994","1994","US","United States","1","Male","04","Emigrants: All destinations","Thousand","5"
"PEA18","Estimated Migration (Persons in April)","1994","1994","US","United States","1","Male","05","Immigrants: All origins","Thousand","2.1"
"PEA18","Estimated Migration (Persons in April)","1994","1994","US","United States","2","Female","01","Net migration","Thousand","-2.4"
"PEA18","Estimated Migration (Persons in April)","1994","1994","US","United States","2","Female","04","Emigrants: All destinations","Thousand","4.6"
"PEA18","Estimated Migration (Persons in April)","1994","1994","US","United States","2","Female","05","Immigrants: All origins","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","1994","1994","CA","Canada","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","CA","Canada","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","CA","Canada","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","CA","Canada","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","CA","Canada","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","AU","Australia","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","AU","Australia","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","AU","Australia","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","AU","Australia","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","AU","Australia","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","-0.1"
"PEA18","Estimated Migration (Persons in April)","1994","1994","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","4.9"
"PEA18","Estimated Migration (Persons in April)","1994","1994","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","4.8"
"PEA18","Estimated Migration (Persons in April)","1994","1994","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","0"
"PEA18","Estimated Migration (Persons in April)","1994","1994","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","1994","1994","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","1994","1994","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","0.1"
"PEA18","Estimated Migration (Persons in April)","1994","1994","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","2.7"
"PEA18","Estimated Migration (Persons in April)","1994","1994","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","2.6"
"PEA18","Estimated Migration (Persons in April)","1994","1994","-","All countries","-","Both sexes","01","Net migration","Thousand","-4.7"
"PEA18","Estimated Migration (Persons in April)","1994","1994","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","34.8"
"PEA18","Estimated Migration (Persons in April)","1994","1994","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","30.1"
"PEA18","Estimated Migration (Persons in April)","1994","1994","-","All countries","1","Male","01","Net migration","Thousand","-2.7"
"PEA18","Estimated Migration (Persons in April)","1994","1994","-","All countries","1","Male","04","Emigrants: All destinations","Thousand","17.6"
"PEA18","Estimated Migration (Persons in April)","1994","1994","-","All countries","1","Male","05","Immigrants: All origins","Thousand","14.8"
"PEA18","Estimated Migration (Persons in April)","1994","1994","-","All countries","2","Female","01","Net migration","Thousand","-2"
"PEA18","Estimated Migration (Persons in April)","1994","1994","-","All countries","2","Female","04","Emigrants: All destinations","Thousand","17.3"
"PEA18","Estimated Migration (Persons in April)","1994","1994","-","All countries","2","Female","05","Immigrants: All origins","Thousand","15.3"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","01","Net migration","Thousand","0.3"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","04","Emigrants: All destinations","Thousand","5.5"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","05","Immigrants: All origins","Thousand","5.8"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","0.1"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","2.6"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","2.7"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","-4"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","2.9"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","3.1"
"PEA18","Estimated Migration (Persons in April)","1994","1994","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1994","1994","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","2.3"
"PEA18","Estimated Migration (Persons in April)","1995","1995","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","13.3"
"PEA18","Estimated Migration (Persons in April)","1995","1995","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","15.6"
"PEA18","Estimated Migration (Persons in April)","1995","1995","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","-0.5"
"PEA18","Estimated Migration (Persons in April)","1995","1995","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","7.8"
"PEA18","Estimated Migration (Persons in April)","1995","1995","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","7.3"
"PEA18","Estimated Migration (Persons in April)","1995","1995","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","2.8"
"PEA18","Estimated Migration (Persons in April)","1995","1995","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","5.4"
"PEA18","Estimated Migration (Persons in April)","1995","1995","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","8.2"
"PEA18","Estimated Migration (Persons in April)","1995","1995","US","United States","-","Both sexes","01","Net migration","Thousand","-4.4"
"PEA18","Estimated Migration (Persons in April)","1995","1995","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","8.2"
"PEA18","Estimated Migration (Persons in April)","1995","1995","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","3.8"
"PEA18","Estimated Migration (Persons in April)","1995","1995","US","United States","1","Male","01","Net migration","Thousand","-2.8"
"PEA18","Estimated Migration (Persons in April)","1995","1995","US","United States","1","Male","04","Emigrants: All destinations","Thousand","4.6"
"PEA18","Estimated Migration (Persons in April)","1995","1995","US","United States","1","Male","05","Immigrants: All origins","Thousand","1.8"
"PEA18","Estimated Migration (Persons in April)","1995","1995","US","United States","2","Female","01","Net migration","Thousand","-1.5"
"PEA18","Estimated Migration (Persons in April)","1995","1995","US","United States","2","Female","04","Emigrants: All destinations","Thousand","3.6"
"PEA18","Estimated Migration (Persons in April)","1995","1995","US","United States","2","Female","05","Immigrants: All origins","Thousand","2.1"
"PEA18","Estimated Migration (Persons in April)","1995","1995","CA","Canada","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","CA","Canada","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","CA","Canada","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","CA","Canada","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","CA","Canada","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","AU","Australia","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","AU","Australia","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","AU","Australia","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","AU","Australia","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","AU","Australia","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1995","1995","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","-1.1"
"PEA18","Estimated Migration (Persons in April)","1995","1995","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","6.6"
"PEA18","Estimated Migration (Persons in April)","1995","1995","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","5.5"
"PEA18","Estimated Migration (Persons in April)","1995","1995","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","-0.1"
"PEA18","Estimated Migration (Persons in April)","1995","1995","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","3.2"
"PEA18","Estimated Migration (Persons in April)","1995","1995","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","3.1"
"PEA18","Estimated Migration (Persons in April)","1995","1995","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","0.9"
"PEA18","Estimated Migration (Persons in April)","1995","1995","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","3.4"
"PEA18","Estimated Migration (Persons in April)","1995","1995","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","2.5"
"PEA18","Estimated Migration (Persons in April)","1995","1995","-","All countries","-","Both sexes","01","Net migration","Thousand","-1.9"
"PEA18","Estimated Migration (Persons in April)","1995","1995","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","33.1"
"PEA18","Estimated Migration (Persons in April)","1995","1995","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","31.2"
"PEA18","Estimated Migration (Persons in April)","1995","1995","-","All countries","1","Male","01","Net migration","Thousand","-3.4"
"PEA18","Estimated Migration (Persons in April)","1995","1995","-","All countries","1","Male","04","Emigrants: All destinations","Thousand","18.2"
"PEA18","Estimated Migration (Persons in April)","1995","1995","-","All countries","1","Male","05","Immigrants: All origins","Thousand","14.7"
