"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C04004V04762","Citizenship","UNIT","VALUE"
"PEA23","Estimated Emigration (Persons in April)","2017","2017","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","5.5"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","-","Both sexes","-","All Countries","Thousand","51.6"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","6.1"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","6.4"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","-","Both sexes","GB","United Kingdom","Thousand","3.6"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","-","Both sexes","IE","Ireland","Thousand","25"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","10.4"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","1","Male","-","All Countries","Thousand","24"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","2.8"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","3.2"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","1","Male","GB","United Kingdom","Thousand","1.6"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","1","Male","IE","Ireland","Thousand","11.8"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","4.7"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","2","Female","-","All Countries","Thousand","27.6"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3.3"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","3.3"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","2","Female","GB","United Kingdom","Thousand","2"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","2","Female","IE","Ireland","Thousand","13.2"
"PEA23","Estimated Emigration (Persons in April)","2018","2018","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","5.7"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","-","Both sexes","-","All Countries","Thousand","53.1"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.5"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","7"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","-","Both sexes","GB","United Kingdom","Thousand","3"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","-","Both sexes","IE","Ireland","Thousand","27.2"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","11.4"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","1","Male","-","All Countries","Thousand","26.9"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","2.1"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","3.6"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","1","Male","GB","United Kingdom","Thousand","1.2"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","1","Male","IE","Ireland","Thousand","14"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","6"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","2","Female","-","All Countries","Thousand","26.2"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","2.4"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","3.4"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","2","Female","GB","United Kingdom","Thousand","1.9"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","2","Female","IE","Ireland","Thousand","13.2"
"PEA23","Estimated Emigration (Persons in April)","2019","2019","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","5.4"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","-","Both sexes","-","All Countries","Thousand","50.9"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","8.1"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","-","Both sexes","GB","United Kingdom","Thousand","2.5"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","-","Both sexes","IE","Ireland","Thousand","25"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","10.2"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","1","Male","-","All Countries","Thousand","25.4"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","2"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","1","Male","GB","United Kingdom","Thousand","1.9"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","1","Male","IE","Ireland","Thousand","12.9"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","4.7"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","2","Female","-","All Countries","Thousand","25.5"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.2"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","2","Female","GB","United Kingdom","Thousand","0.6"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","2","Female","IE","Ireland","Thousand","12.2"
"PEA23","Estimated Emigration (Persons in April)","2020","2020","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","5.5"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","-","Both sexes","-","All Countries","Thousand","52.3"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","7.5"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.1"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","-","Both sexes","GB","United Kingdom","Thousand","3"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","-","Both sexes","IE","Ireland","Thousand","21.4"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","15.4"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","1","Male","-","All Countries","Thousand","25.4"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","2.9"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","2.9"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","1","Male","GB","United Kingdom","Thousand","1.8"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","1","Male","IE","Ireland","Thousand","9.3"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","8.4"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","2","Female","-","All Countries","Thousand","26.9"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.6"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","2.2"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","2","Female","GB","United Kingdom","Thousand","1.1"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","2","Female","IE","Ireland","Thousand","12"
"PEA23","Estimated Emigration (Persons in April)","2021","2021","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","7"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","-","Both sexes","-","All Countries","Thousand","56.1"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.7"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.6"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","-","Both sexes","GB","United Kingdom","Thousand","4.1"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","-","Both sexes","IE","Ireland","Thousand","25.6"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","17.1"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","1","Male","-","All Countries","Thousand","29.6"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3.1"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","2.8"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","1","Male","GB","United Kingdom","Thousand","3.3"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","1","Male","IE","Ireland","Thousand","12.2"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","8.2"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","2","Female","-","All Countries","Thousand","26.5"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","1.6"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","1.8"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","2","Female","GB","United Kingdom","Thousand","0.8"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","2","Female","IE","Ireland","Thousand","13.4"
"PEA23","Estimated Emigration (Persons in April)","2022","2022","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","8.9"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","-","Both sexes","-","All Countries","Thousand","64"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","6.9"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","7.3"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","-","Both sexes","GB","United Kingdom","Thousand","5"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","-","Both sexes","IE","Ireland","Thousand","30.5"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","14.4"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","1","Male","-","All Countries","Thousand","31"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","2.6"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.2"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","1","Male","GB","United Kingdom","Thousand","2.3"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","1","Male","IE","Ireland","Thousand","14.4"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","7.5"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","2","Female","-","All Countries","Thousand","32.9"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.3"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","3.1"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","2","Female","GB","United Kingdom","Thousand","2.7"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","2","Female","IE","Ireland","Thousand","16"
"PEA23","Estimated Emigration (Persons in April)","2023","2023","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","6.8"
