"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V02508","Age Group","C02199V02655","Sex","C02196V04140","Region","UNIT","VALUE"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","30.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","13.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","1","Male","-","State","Thousand","112.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","10.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","12"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","12.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","10.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","17.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","27.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","15"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","7"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","2","Female","-","State","Thousand","113.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","10.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","11.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","12.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","10.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","17.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","29.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","15.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","550","60 - 64 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","6.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","-","Both sexes","-","State","Thousand","197.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","18.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","20.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","22.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","18.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","30.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","49.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","25.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","11.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","1","Male","-","State","Thousand","98.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","9.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","10.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","11.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","9.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","15.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","23.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","13"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","6"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","2","Female","-","State","Thousand","98.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","8.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","9.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","11.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","9.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","15.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","25.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","12.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","565","65 - 69 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","5.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","-","Both sexes","-","State","Thousand","144.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","13.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","14.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","16"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","14.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","22.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","37.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","18.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","8.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","1","Male","-","State","Thousand","70.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","6.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","7.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","7.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","7"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","10.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","17.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","9"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","4.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","2","Female","-","State","Thousand","74"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","6.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","7.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","8.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","7"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","11.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","20"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","9.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","580","70 - 74 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","4.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","-","Both sexes","-","State","Thousand","109.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","10.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","11.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","12.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","10.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","16.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","29.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","12.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","6.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","1","Male","-","State","Thousand","50.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","4.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","5.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","5.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","4.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","7.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","12.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","5.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","3.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","2","Female","-","State","Thousand","58.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","5.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","5.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","6.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","5.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","8.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","16.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","6.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","595","75 - 79 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","3.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","-","Both sexes","-","State","Thousand","76.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","7.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","8.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","8.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","7"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","11.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","20.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","7.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","4.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","1","Male","-","State","Thousand","32.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","3.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","3.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","3.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","3.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","5.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","8.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","3.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","2"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","2","Female","-","State","Thousand","43.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","4"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","4.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","4.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","3.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","6.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","12.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","4.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","610","80 - 84 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","2.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","-","Both sexes","-","State","Thousand","62.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","6.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","7.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","6.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","5.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","9.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","16.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","6.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","3.6"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","1","Male","-","State","Thousand","20.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","2.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","2.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","2.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","1.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","3"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","5.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","2.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","1.2"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","2","Female","-","State","Thousand","42.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","4.3"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","5"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","4.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","3.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","6.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","11.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","4.7"
"PEA04","Estimated Population (Persons in April)","2014","2014","630","85 years and over","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","2.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","-","Both sexes","-","State","Thousand","4645.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","392"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","441.1"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","471.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","413.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","679.5"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","1286.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","671.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","289.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","1","Male","-","State","Thousand","2299"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","195.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","220.4"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","234.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","205.9"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","337.8"
"PEA04","Estimated Population (Persons in April)","2014","2014","-","All ages","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","627.7"
