"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Single Year of Age","C02199V02655","Sex","UNIT","VALUE"
"PEA11","Population estimates from 1926","1951","1951","086","86 years","1","Male","Number","1060"
"PEA11","Population estimates from 1926","1951","1951","086","86 years","2","Female","Number","1424"
"PEA11","Population estimates from 1926","1951","1951","087","87 years","-","Both sexes","Number","1828"
"PEA11","Population estimates from 1926","1951","1951","087","87 years","1","Male","Number","795"
"PEA11","Population estimates from 1926","1951","1951","087","87 years","2","Female","Number","1033"
"PEA11","Population estimates from 1926","1951","1951","088","88 years","-","Both sexes","Number","1347"
"PEA11","Population estimates from 1926","1951","1951","088","88 years","1","Male","Number","557"
"PEA11","Population estimates from 1926","1951","1951","088","88 years","2","Female","Number","790"
"PEA11","Population estimates from 1926","1951","1951","089","89 years","-","Both sexes","Number","1118"
"PEA11","Population estimates from 1926","1951","1951","089","89 years","1","Male","Number","431"
"PEA11","Population estimates from 1926","1951","1951","089","89 years","2","Female","Number","687"
"PEA11","Population estimates from 1926","1951","1951","090","90 years","-","Both sexes","Number","991"
"PEA11","Population estimates from 1926","1951","1951","090","90 years","1","Male","Number","373"
"PEA11","Population estimates from 1926","1951","1951","090","90 years","2","Female","Number","618"
"PEA11","Population estimates from 1926","1951","1951","091","91 years","-","Both sexes","Number","552"
"PEA11","Population estimates from 1926","1951","1951","091","91 years","1","Male","Number","221"
"PEA11","Population estimates from 1926","1951","1951","091","91 years","2","Female","Number","331"
"PEA11","Population estimates from 1926","1951","1951","092","92 years","-","Both sexes","Number","376"
"PEA11","Population estimates from 1926","1951","1951","092","92 years","1","Male","Number","138"
"PEA11","Population estimates from 1926","1951","1951","092","92 years","2","Female","Number","238"
"PEA11","Population estimates from 1926","1951","1951","093","93 years","-","Both sexes","Number","324"
"PEA11","Population estimates from 1926","1951","1951","093","93 years","1","Male","Number","121"
"PEA11","Population estimates from 1926","1951","1951","093","93 years","2","Female","Number","203"
"PEA11","Population estimates from 1926","1951","1951","094","94 years","-","Both sexes","Number","272"
"PEA11","Population estimates from 1926","1951","1951","094","94 years","1","Male","Number","120"
"PEA11","Population estimates from 1926","1951","1951","094","94 years","2","Female","Number","152"
"PEA11","Population estimates from 1926","1951","1951","095","95 years","-","Both sexes","Number","199"
"PEA11","Population estimates from 1926","1951","1951","095","95 years","1","Male","Number","75"
"PEA11","Population estimates from 1926","1951","1951","095","95 years","2","Female","Number","124"
"PEA11","Population estimates from 1926","1951","1951","096","96 years","-","Both sexes","Number","129"
"PEA11","Population estimates from 1926","1951","1951","096","96 years","1","Male","Number","42"
"PEA11","Population estimates from 1926","1951","1951","096","96 years","2","Female","Number","87"
"PEA11","Population estimates from 1926","1951","1951","097","97 years","-","Both sexes","Number","94"
"PEA11","Population estimates from 1926","1951","1951","097","97 years","1","Male","Number","27"
"PEA11","Population estimates from 1926","1951","1951","097","97 years","2","Female","Number","67"
"PEA11","Population estimates from 1926","1951","1951","098","98 years","-","Both sexes","Number","75"
"PEA11","Population estimates from 1926","1951","1951","098","98 years","1","Male","Number","27"
"PEA11","Population estimates from 1926","1951","1951","098","98 years","2","Female","Number","48"
"PEA11","Population estimates from 1926","1951","1951","646","99 years and over","-","Both sexes","Number","106"
"PEA11","Population estimates from 1926","1951","1951","646","99 years and over","1","Male","Number","52"
"PEA11","Population estimates from 1926","1951","1951","646","99 years and over","2","Female","Number","54"
"PEA11","Population estimates from 1926","1961","1961","-","All ages","-","Both sexes","Number","2818341"
"PEA11","Population estimates from 1926","1961","1961","-","All ages","1","Male","Number","1416549"
"PEA11","Population estimates from 1926","1961","1961","-","All ages","2","Female","Number","1401792"
"PEA11","Population estimates from 1926","1961","1961","200","Under 1 year","-","Both sexes","Number","62772"
"PEA11","Population estimates from 1926","1961","1961","200","Under 1 year","1","Male","Number","32137"
"PEA11","Population estimates from 1926","1961","1961","200","Under 1 year","2","Female","Number","30635"
"PEA11","Population estimates from 1926","1961","1961","001","1 year","-","Both sexes","Number","60676"
"PEA11","Population estimates from 1926","1961","1961","001","1 year","1","Male","Number","30885"
"PEA11","Population estimates from 1926","1961","1961","001","1 year","2","Female","Number","29791"
"PEA11","Population estimates from 1926","1961","1961","002","2 years","-","Both sexes","Number","59075"
"PEA11","Population estimates from 1926","1961","1961","002","2 years","1","Male","Number","30250"
"PEA11","Population estimates from 1926","1961","1961","002","2 years","2","Female","Number","28825"
"PEA11","Population estimates from 1926","1961","1961","003","3 years","-","Both sexes","Number","59187"
"PEA11","Population estimates from 1926","1961","1961","003","3 years","1","Male","Number","29976"
"PEA11","Population estimates from 1926","1961","1961","003","3 years","2","Female","Number","29211"
"PEA11","Population estimates from 1926","1961","1961","004","4 years","-","Both sexes","Number","59080"
"PEA11","Population estimates from 1926","1961","1961","004","4 years","1","Male","Number","30182"
"PEA11","Population estimates from 1926","1961","1961","004","4 years","2","Female","Number","28898"
"PEA11","Population estimates from 1926","1961","1961","005","5 years","-","Both sexes","Number","57574"
"PEA11","Population estimates from 1926","1961","1961","005","5 years","1","Male","Number","29341"
"PEA11","Population estimates from 1926","1961","1961","005","5 years","2","Female","Number","28233"
"PEA11","Population estimates from 1926","1961","1961","006","6 years","-","Both sexes","Number","58528"
"PEA11","Population estimates from 1926","1961","1961","006","6 years","1","Male","Number","29897"
"PEA11","Population estimates from 1926","1961","1961","006","6 years","2","Female","Number","28631"
"PEA11","Population estimates from 1926","1961","1961","007","7 years","-","Both sexes","Number","57524"
"PEA11","Population estimates from 1926","1961","1961","007","7 years","1","Male","Number","29484"
"PEA11","Population estimates from 1926","1961","1961","007","7 years","2","Female","Number","28040"
"PEA11","Population estimates from 1926","1961","1961","008","8 years","-","Both sexes","Number","58170"
"PEA11","Population estimates from 1926","1961","1961","008","8 years","1","Male","Number","29620"
"PEA11","Population estimates from 1926","1961","1961","008","8 years","2","Female","Number","28550"
"PEA11","Population estimates from 1926","1961","1961","009","9 years","-","Both sexes","Number","55872"
"PEA11","Population estimates from 1926","1961","1961","009","9 years","1","Male","Number","28649"
"PEA11","Population estimates from 1926","1961","1961","009","9 years","2","Female","Number","27223"
"PEA11","Population estimates from 1926","1961","1961","010","10 years","-","Both sexes","Number","57321"
"PEA11","Population estimates from 1926","1961","1961","010","10 years","1","Male","Number","29449"
"PEA11","Population estimates from 1926","1961","1961","010","10 years","2","Female","Number","27872"
"PEA11","Population estimates from 1926","1961","1961","011","11 years","-","Both sexes","Number","57256"
"PEA11","Population estimates from 1926","1961","1961","011","11 years","1","Male","Number","29280"
"PEA11","Population estimates from 1926","1961","1961","011","11 years","2","Female","Number","27976"
"PEA11","Population estimates from 1926","1961","1961","012","12 years","-","Both sexes","Number","58256"
"PEA11","Population estimates from 1926","1961","1961","012","12 years","1","Male","Number","29891"
"PEA11","Population estimates from 1926","1961","1961","012","12 years","2","Female","Number","28365"
"PEA11","Population estimates from 1926","1961","1961","013","13 years","-","Both sexes","Number","58465"
"PEA11","Population estimates from 1926","1961","1961","013","13 years","1","Male","Number","30018"
"PEA11","Population estimates from 1926","1961","1961","013","13 years","2","Female","Number","28447"
"PEA11","Population estimates from 1926","1961","1961","014","14 years","-","Both sexes","Number","57503"
"PEA11","Population estimates from 1926","1961","1961","014","14 years","1","Male","Number","29681"
"PEA11","Population estimates from 1926","1961","1961","014","14 years","2","Female","Number","27822"
"PEA11","Population estimates from 1926","1961","1961","015","15 years","-","Both sexes","Number","56462"
"PEA11","Population estimates from 1926","1961","1961","015","15 years","1","Male","Number","28893"
"PEA11","Population estimates from 1926","1961","1961","015","15 years","2","Female","Number","27569"
"PEA11","Population estimates from 1926","1961","1961","016","16 years","-","Both sexes","Number","51317"
"PEA11","Population estimates from 1926","1961","1961","016","16 years","1","Male","Number","26236"
"PEA11","Population estimates from 1926","1961","1961","016","16 years","2","Female","Number","25081"
"PEA11","Population estimates from 1926","1961","1961","017","17 years","-","Both sexes","Number","47489"
"PEA11","Population estimates from 1926","1961","1961","017","17 years","1","Male","Number","24597"
"PEA11","Population estimates from 1926","1961","1961","017","17 years","2","Female","Number","22892"
"PEA11","Population estimates from 1926","1961","1961","018","18 years","-","Both sexes","Number","42696"
"PEA11","Population estimates from 1926","1961","1961","018","18 years","1","Male","Number","21932"
"PEA11","Population estimates from 1926","1961","1961","018","18 years","2","Female","Number","20764"
"PEA11","Population estimates from 1926","1961","1961","019","19 years","-","Both sexes","Number","35868"
"PEA11","Population estimates from 1926","1961","1961","019","19 years","1","Male","Number","18689"
"PEA11","Population estimates from 1926","1961","1961","019","19 years","2","Female","Number","17179"
"PEA11","Population estimates from 1926","1961","1961","020","20 years","-","Both sexes","Number","34006"
"PEA11","Population estimates from 1926","1961","1961","020","20 years","1","Male","Number","17472"
"PEA11","Population estimates from 1926","1961","1961","020","20 years","2","Female","Number","16534"
"PEA11","Population estimates from 1926","1961","1961","021","21 years","-","Both sexes","Number","33319"
"PEA11","Population estimates from 1926","1961","1961","021","21 years","1","Male","Number","17153"
"PEA11","Population estimates from 1926","1961","1961","021","21 years","2","Female","Number","16166"
"PEA11","Population estimates from 1926","1961","1961","022","22 years","-","Both sexes","Number","31220"
"PEA11","Population estimates from 1926","1961","1961","022","22 years","1","Male","Number","15910"
"PEA11","Population estimates from 1926","1961","1961","022","22 years","2","Female","Number","15310"
"PEA11","Population estimates from 1926","1961","1961","023","23 years","-","Both sexes","Number","29639"
"PEA11","Population estimates from 1926","1961","1961","023","23 years","1","Male","Number","15020"
"PEA11","Population estimates from 1926","1961","1961","023","23 years","2","Female","Number","14619"
"PEA11","Population estimates from 1926","1961","1961","024","24 years","-","Both sexes","Number","29823"
"PEA11","Population estimates from 1926","1961","1961","024","24 years","1","Male","Number","14865"
"PEA11","Population estimates from 1926","1961","1961","024","24 years","2","Female","Number","14958"
"PEA11","Population estimates from 1926","1961","1961","025","25 years","-","Both sexes","Number","29310"
"PEA11","Population estimates from 1926","1961","1961","025","25 years","1","Male","Number","14643"
"PEA11","Population estimates from 1926","1961","1961","025","25 years","2","Female","Number","14667"
"PEA11","Population estimates from 1926","1961","1961","026","26 years","-","Both sexes","Number","28948"
"PEA11","Population estimates from 1926","1961","1961","026","26 years","1","Male","Number","14546"
"PEA11","Population estimates from 1926","1961","1961","026","26 years","2","Female","Number","14402"
"PEA11","Population estimates from 1926","1961","1961","027","27 years","-","Both sexes","Number","28243"
"PEA11","Population estimates from 1926","1961","1961","027","27 years","1","Male","Number","14083"
"PEA11","Population estimates from 1926","1961","1961","027","27 years","2","Female","Number","14160"
"PEA11","Population estimates from 1926","1961","1961","028","28 years","-","Both sexes","Number","30057"
"PEA11","Population estimates from 1926","1961","1961","028","28 years","1","Male","Number","14703"
"PEA11","Population estimates from 1926","1961","1961","028","28 years","2","Female","Number","15354"
"PEA11","Population estimates from 1926","1961","1961","029","29 years","-","Both sexes","Number","28819"
"PEA11","Population estimates from 1926","1961","1961","029","29 years","1","Male","Number","14314"
"PEA11","Population estimates from 1926","1961","1961","029","29 years","2","Female","Number","14505"
"PEA11","Population estimates from 1926","1961","1961","030","30 years","-","Both sexes","Number","30494"
"PEA11","Population estimates from 1926","1961","1961","030","30 years","1","Male","Number","15273"
"PEA11","Population estimates from 1926","1961","1961","030","30 years","2","Female","Number","15221"
"PEA11","Population estimates from 1926","1961","1961","031","31 years","-","Both sexes","Number","30077"
"PEA11","Population estimates from 1926","1961","1961","031","31 years","1","Male","Number","14810"
"PEA11","Population estimates from 1926","1961","1961","031","31 years","2","Female","Number","15267"
"PEA11","Population estimates from 1926","1961","1961","032","32 years","-","Both sexes","Number","30135"
"PEA11","Population estimates from 1926","1961","1961","032","32 years","1","Male","Number","14823"
"PEA11","Population estimates from 1926","1961","1961","032","32 years","2","Female","Number","15312"
"PEA11","Population estimates from 1926","1961","1961","033","33 years","-","Both sexes","Number","30430"
"PEA11","Population estimates from 1926","1961","1961","033","33 years","1","Male","Number","14997"
"PEA11","Population estimates from 1926","1961","1961","033","33 years","2","Female","Number","15433"
"PEA11","Population estimates from 1926","1961","1961","034","34 years","-","Both sexes","Number","31651"
"PEA11","Population estimates from 1926","1961","1961","034","34 years","1","Male","Number","15338"
"PEA11","Population estimates from 1926","1961","1961","034","34 years","2","Female","Number","16313"
"PEA11","Population estimates from 1926","1961","1961","035","35 years","-","Both sexes","Number","31595"
"PEA11","Population estimates from 1926","1961","1961","035","35 years","1","Male","Number","15428"
"PEA11","Population estimates from 1926","1961","1961","035","35 years","2","Female","Number","16167"
"PEA11","Population estimates from 1926","1961","1961","036","36 years","-","Both sexes","Number","33048"
"PEA11","Population estimates from 1926","1961","1961","036","36 years","1","Male","Number","15991"
"PEA11","Population estimates from 1926","1961","1961","036","36 years","2","Female","Number","17057"
"PEA11","Population estimates from 1926","1961","1961","037","37 years","-","Both sexes","Number","32770"
"PEA11","Population estimates from 1926","1961","1961","037","37 years","1","Male","Number","16025"
"PEA11","Population estimates from 1926","1961","1961","037","37 years","2","Female","Number","16745"
"PEA11","Population estimates from 1926","1961","1961","038","38 years","-","Both sexes","Number","34571"
"PEA11","Population estimates from 1926","1961","1961","038","38 years","1","Male","Number","16844"
"PEA11","Population estimates from 1926","1961","1961","038","38 years","2","Female","Number","17727"
"PEA11","Population estimates from 1926","1961","1961","039","39 years","-","Both sexes","Number","34809"
"PEA11","Population estimates from 1926","1961","1961","039","39 years","1","Male","Number","17338"
"PEA11","Population estimates from 1926","1961","1961","039","39 years","2","Female","Number","17471"
"PEA11","Population estimates from 1926","1961","1961","040","40 years","-","Both sexes","Number","35657"
"PEA11","Population estimates from 1926","1961","1961","040","40 years","1","Male","Number","17611"
"PEA11","Population estimates from 1926","1961","1961","040","40 years","2","Female","Number","18046"
"PEA11","Population estimates from 1926","1961","1961","041","41 years","-","Both sexes","Number","34774"
"PEA11","Population estimates from 1926","1961","1961","041","41 years","1","Male","Number","17373"
"PEA11","Population estimates from 1926","1961","1961","041","41 years","2","Female","Number","17401"
"PEA11","Population estimates from 1926","1961","1961","042","42 years","-","Both sexes","Number","33616"
"PEA11","Population estimates from 1926","1961","1961","042","42 years","1","Male","Number","16591"
"PEA11","Population estimates from 1926","1961","1961","042","42 years","2","Female","Number","17025"
"PEA11","Population estimates from 1926","1961","1961","043","43 years","-","Both sexes","Number","30642"
"PEA11","Population estimates from 1926","1961","1961","043","43 years","1","Male","Number","15412"
"PEA11","Population estimates from 1926","1961","1961","043","43 years","2","Female","Number","15230"
"PEA11","Population estimates from 1926","1961","1961","044","44 years","-","Both sexes","Number","35604"
"PEA11","Population estimates from 1926","1961","1961","044","44 years","1","Male","Number","17808"
"PEA11","Population estimates from 1926","1961","1961","044","44 years","2","Female","Number","17796"
"PEA11","Population estimates from 1926","1961","1961","045","45 years","-","Both sexes","Number","33721"
"PEA11","Population estimates from 1926","1961","1961","045","45 years","1","Male","Number","17177"
"PEA11","Population estimates from 1926","1961","1961","045","45 years","2","Female","Number","16544"
"PEA11","Population estimates from 1926","1961","1961","046","46 years","-","Both sexes","Number","36121"
"PEA11","Population estimates from 1926","1961","1961","046","46 years","1","Male","Number","18151"
"PEA11","Population estimates from 1926","1961","1961","046","46 years","2","Female","Number","17970"
"PEA11","Population estimates from 1926","1961","1961","047","47 years","-","Both sexes","Number","33267"
"PEA11","Population estimates from 1926","1961","1961","047","47 years","1","Male","Number","16885"
"PEA11","Population estimates from 1926","1961","1961","047","47 years","2","Female","Number","16382"
"PEA11","Population estimates from 1926","1961","1961","048","48 years","-","Both sexes","Number","36061"
"PEA11","Population estimates from 1926","1961","1961","048","48 years","1","Male","Number","18378"
"PEA11","Population estimates from 1926","1961","1961","048","48 years","2","Female","Number","17683"
"PEA11","Population estimates from 1926","1961","1961","049","49 years","-","Both sexes","Number","35455"
"PEA11","Population estimates from 1926","1961","1961","049","49 years","1","Male","Number","18445"
"PEA11","Population estimates from 1926","1961","1961","049","49 years","2","Female","Number","17010"
"PEA11","Population estimates from 1926","1961","1961","050","50 years","-","Both sexes","Number","36101"
"PEA11","Population estimates from 1926","1961","1961","050","50 years","1","Male","Number","18989"
"PEA11","Population estimates from 1926","1961","1961","050","50 years","2","Female","Number","17112"
"PEA11","Population estimates from 1926","1961","1961","051","51 years","-","Both sexes","Number","31731"
"PEA11","Population estimates from 1926","1961","1961","051","51 years","1","Male","Number","16623"
"PEA11","Population estimates from 1926","1961","1961","051","51 years","2","Female","Number","15108"
"PEA11","Population estimates from 1926","1961","1961","052","52 years","-","Both sexes","Number","30810"
"PEA11","Population estimates from 1926","1961","1961","052","52 years","1","Male","Number","15874"
"PEA11","Population estimates from 1926","1961","1961","052","52 years","2","Female","Number","14936"
"PEA11","Population estimates from 1926","1961","1961","053","53 years","-","Both sexes","Number","28984"
"PEA11","Population estimates from 1926","1961","1961","053","53 years","1","Male","Number","15018"
"PEA11","Population estimates from 1926","1961","1961","053","53 years","2","Female","Number","13966"
"PEA11","Population estimates from 1926","1961","1961","054","54 years","-","Both sexes","Number","29496"
"PEA11","Population estimates from 1926","1961","1961","054","54 years","1","Male","Number","15184"
"PEA11","Population estimates from 1926","1961","1961","054","54 years","2","Female","Number","14312"
"PEA11","Population estimates from 1926","1961","1961","055","55 years","-","Both sexes","Number","29226"
"PEA11","Population estimates from 1926","1961","1961","055","55 years","1","Male","Number","14803"
"PEA11","Population estimates from 1926","1961","1961","055","55 years","2","Female","Number","14423"
"PEA11","Population estimates from 1926","1961","1961","056","56 years","-","Both sexes","Number","27963"
"PEA11","Population estimates from 1926","1961","1961","056","56 years","1","Male","Number","14004"
"PEA11","Population estimates from 1926","1961","1961","056","56 years","2","Female","Number","13959"
"PEA11","Population estimates from 1926","1961","1961","057","57 years","-","Both sexes","Number","27125"
"PEA11","Population estimates from 1926","1961","1961","057","57 years","1","Male","Number","13676"
"PEA11","Population estimates from 1926","1961","1961","057","57 years","2","Female","Number","13449"
"PEA11","Population estimates from 1926","1961","1961","058","58 years","-","Both sexes","Number","26171"
"PEA11","Population estimates from 1926","1961","1961","058","58 years","1","Male","Number","13188"
"PEA11","Population estimates from 1926","1961","1961","058","58 years","2","Female","Number","12983"
"PEA11","Population estimates from 1926","1961","1961","059","59 years","-","Both sexes","Number","25638"
"PEA11","Population estimates from 1926","1961","1961","059","59 years","1","Male","Number","12948"
"PEA11","Population estimates from 1926","1961","1961","059","59 years","2","Female","Number","12690"
"PEA11","Population estimates from 1926","1961","1961","060","60 years","-","Both sexes","Number","32038"
"PEA11","Population estimates from 1926","1961","1961","060","60 years","1","Male","Number","15718"
"PEA11","Population estimates from 1926","1961","1961","060","60 years","2","Female","Number","16320"
"PEA11","Population estimates from 1926","1961","1961","061","61 years","-","Both sexes","Number","25917"
"PEA11","Population estimates from 1926","1961","1961","061","61 years","1","Male","Number","12849"
"PEA11","Population estimates from 1926","1961","1961","061","61 years","2","Female","Number","13068"
"PEA11","Population estimates from 1926","1961","1961","062","62 years","-","Both sexes","Number","25210"
"PEA11","Population estimates from 1926","1961","1961","062","62 years","1","Male","Number","12424"
"PEA11","Population estimates from 1926","1961","1961","062","62 years","2","Female","Number","12786"
"PEA11","Population estimates from 1926","1961","1961","063","63 years","-","Both sexes","Number","23101"
"PEA11","Population estimates from 1926","1961","1961","063","63 years","1","Male","Number","11255"
"PEA11","Population estimates from 1926","1961","1961","063","63 years","2","Female","Number","11846"
"PEA11","Population estimates from 1926","1961","1961","064","64 years","-","Both sexes","Number","24794"
"PEA11","Population estimates from 1926","1961","1961","064","64 years","1","Male","Number","12189"
"PEA11","Population estimates from 1926","1961","1961","064","64 years","2","Female","Number","12605"
"PEA11","Population estimates from 1926","1961","1961","065","65 years","-","Both sexes","Number","23251"
"PEA11","Population estimates from 1926","1961","1961","065","65 years","1","Male","Number","11394"
"PEA11","Population estimates from 1926","1961","1961","065","65 years","2","Female","Number","11857"
"PEA11","Population estimates from 1926","1961","1961","066","66 years","-","Both sexes","Number","21185"
"PEA11","Population estimates from 1926","1961","1961","066","66 years","1","Male","Number","10453"
"PEA11","Population estimates from 1926","1961","1961","066","66 years","2","Female","Number","10732"
"PEA11","Population estimates from 1926","1961","1961","067","67 years","-","Both sexes","Number","19983"
"PEA11","Population estimates from 1926","1961","1961","067","67 years","1","Male","Number","9839"
"PEA11","Population estimates from 1926","1961","1961","067","67 years","2","Female","Number","10144"
"PEA11","Population estimates from 1926","1961","1961","068","68 years","-","Both sexes","Number","19088"
"PEA11","Population estimates from 1926","1961","1961","068","68 years","1","Male","Number","9556"
"PEA11","Population estimates from 1926","1961","1961","068","68 years","2","Female","Number","9532"
"PEA11","Population estimates from 1926","1961","1961","069","69 years","-","Both sexes","Number","19981"
"PEA11","Population estimates from 1926","1961","1961","069","69 years","1","Male","Number","9899"
"PEA11","Population estimates from 1926","1961","1961","069","69 years","2","Female","Number","10082"
"PEA11","Population estimates from 1926","1961","1961","070","70 years","-","Both sexes","Number","20437"
"PEA11","Population estimates from 1926","1961","1961","070","70 years","1","Male","Number","9820"
"PEA11","Population estimates from 1926","1961","1961","070","70 years","2","Female","Number","10617"
"PEA11","Population estimates from 1926","1961","1961","071","71 years","-","Both sexes","Number","18898"
"PEA11","Population estimates from 1926","1961","1961","071","71 years","1","Male","Number","9061"
"PEA11","Population estimates from 1926","1961","1961","071","71 years","2","Female","Number","9837"
"PEA11","Population estimates from 1926","1961","1961","072","72 years","-","Both sexes","Number","19218"
"PEA11","Population estimates from 1926","1961","1961","072","72 years","1","Male","Number","9044"
"PEA11","Population estimates from 1926","1961","1961","072","72 years","2","Female","Number","10174"
"PEA11","Population estimates from 1926","1961","1961","073","73 years","-","Both sexes","Number","17569"
"PEA11","Population estimates from 1926","1961","1961","073","73 years","1","Male","Number","8414"
"PEA11","Population estimates from 1926","1961","1961","073","73 years","2","Female","Number","9155"
"PEA11","Population estimates from 1926","1961","1961","074","74 years","-","Both sexes","Number","16668"
"PEA11","Population estimates from 1926","1961","1961","074","74 years","1","Male","Number","7771"
"PEA11","Population estimates from 1926","1961","1961","074","74 years","2","Female","Number","8897"
"PEA11","Population estimates from 1926","1961","1961","075","75 years","-","Both sexes","Number","14974"
"PEA11","Population estimates from 1926","1961","1961","075","75 years","1","Male","Number","7095"
"PEA11","Population estimates from 1926","1961","1961","075","75 years","2","Female","Number","7879"
"PEA11","Population estimates from 1926","1961","1961","076","76 years","-","Both sexes","Number","14239"
"PEA11","Population estimates from 1926","1961","1961","076","76 years","1","Male","Number","6799"
"PEA11","Population estimates from 1926","1961","1961","076","76 years","2","Female","Number","7440"
"PEA11","Population estimates from 1926","1961","1961","077","77 years","-","Both sexes","Number","12122"
"PEA11","Population estimates from 1926","1961","1961","077","77 years","1","Male","Number","5666"
"PEA11","Population estimates from 1926","1961","1961","077","77 years","2","Female","Number","6456"
"PEA11","Population estimates from 1926","1961","1961","078","78 years","-","Both sexes","Number","11023"
"PEA11","Population estimates from 1926","1961","1961","078","78 years","1","Male","Number","5148"
"PEA11","Population estimates from 1926","1961","1961","078","78 years","2","Female","Number","5875"
"PEA11","Population estimates from 1926","1961","1961","079","79 years","-","Both sexes","Number","10852"
"PEA11","Population estimates from 1926","1961","1961","079","79 years","1","Male","Number","4986"
"PEA11","Population estimates from 1926","1961","1961","079","79 years","2","Female","Number","5866"
"PEA11","Population estimates from 1926","1961","1961","080","80 years","-","Both sexes","Number","10527"
"PEA11","Population estimates from 1926","1961","1961","080","80 years","1","Male","Number","4621"
"PEA11","Population estimates from 1926","1961","1961","080","80 years","2","Female","Number","5906"
"PEA11","Population estimates from 1926","1961","1961","081","81 years","-","Both sexes","Number","8498"
"PEA11","Population estimates from 1926","1961","1961","081","81 years","1","Male","Number","3984"
"PEA11","Population estimates from 1926","1961","1961","081","81 years","2","Female","Number","4514"
"PEA11","Population estimates from 1926","1961","1961","082","82 years","-","Both sexes","Number","6772"
"PEA11","Population estimates from 1926","1961","1961","082","82 years","1","Male","Number","3031"
"PEA11","Population estimates from 1926","1961","1961","082","82 years","2","Female","Number","3741"
"PEA11","Population estimates from 1926","1961","1961","083","83 years","-","Both sexes","Number","5997"
"PEA11","Population estimates from 1926","1961","1961","083","83 years","1","Male","Number","2739"
"PEA11","Population estimates from 1926","1961","1961","083","83 years","2","Female","Number","3258"
"PEA11","Population estimates from 1926","1961","1961","084","84 years","-","Both sexes","Number","5246"
"PEA11","Population estimates from 1926","1961","1961","084","84 years","1","Male","Number","2299"
"PEA11","Population estimates from 1926","1961","1961","084","84 years","2","Female","Number","2947"
"PEA11","Population estimates from 1926","1961","1961","085","85 years","-","Both sexes","Number","4608"
"PEA11","Population estimates from 1926","1961","1961","085","85 years","1","Male","Number","2049"
"PEA11","Population estimates from 1926","1961","1961","085","85 years","2","Female","Number","2559"
"PEA11","Population estimates from 1926","1961","1961","086","86 years","-","Both sexes","Number","3416"
"PEA11","Population estimates from 1926","1961","1961","086","86 years","1","Male","Number","1436"
"PEA11","Population estimates from 1926","1961","1961","086","86 years","2","Female","Number","1980"
"PEA11","Population estimates from 1926","1961","1961","087","87 years","-","Both sexes","Number","2712"
"PEA11","Population estimates from 1926","1961","1961","087","87 years","1","Male","Number","1172"
"PEA11","Population estimates from 1926","1961","1961","087","87 years","2","Female","Number","1540"
"PEA11","Population estimates from 1926","1961","1961","088","88 years","-","Both sexes","Number","1948"
"PEA11","Population estimates from 1926","1961","1961","088","88 years","1","Male","Number","788"
"PEA11","Population estimates from 1926","1961","1961","088","88 years","2","Female","Number","1160"
"PEA11","Population estimates from 1926","1961","1961","089","89 years","-","Both sexes","Number","1596"
"PEA11","Population estimates from 1926","1961","1961","089","89 years","1","Male","Number","651"
"PEA11","Population estimates from 1926","1961","1961","089","89 years","2","Female","Number","945"
"PEA11","Population estimates from 1926","1961","1961","090","90 years","-","Both sexes","Number","1319"
"PEA11","Population estimates from 1926","1961","1961","090","90 years","1","Male","Number","532"
"PEA11","Population estimates from 1926","1961","1961","090","90 years","2","Female","Number","787"
"PEA11","Population estimates from 1926","1961","1961","091","91 years","-","Both sexes","Number","897"
"PEA11","Population estimates from 1926","1961","1961","091","91 years","1","Male","Number","341"
"PEA11","Population estimates from 1926","1961","1961","091","91 years","2","Female","Number","556"
"PEA11","Population estimates from 1926","1961","1961","092","92 years","-","Both sexes","Number","578"
"PEA11","Population estimates from 1926","1961","1961","092","92 years","1","Male","Number","224"
"PEA11","Population estimates from 1926","1961","1961","092","92 years","2","Female","Number","354"
"PEA11","Population estimates from 1926","1961","1961","093","93 years","-","Both sexes","Number","392"
"PEA11","Population estimates from 1926","1961","1961","093","93 years","1","Male","Number","141"
"PEA11","Population estimates from 1926","1961","1961","093","93 years","2","Female","Number","251"
"PEA11","Population estimates from 1926","1961","1961","094","94 years","-","Both sexes","Number","302"
"PEA11","Population estimates from 1926","1961","1961","094","94 years","1","Male","Number","113"
"PEA11","Population estimates from 1926","1961","1961","094","94 years","2","Female","Number","189"
"PEA11","Population estimates from 1926","1961","1961","095","95 years","-","Both sexes","Number","222"
"PEA11","Population estimates from 1926","1961","1961","095","95 years","1","Male","Number","63"
"PEA11","Population estimates from 1926","1961","1961","095","95 years","2","Female","Number","159"
"PEA11","Population estimates from 1926","1961","1961","096","96 years","-","Both sexes","Number","161"
"PEA11","Population estimates from 1926","1961","1961","096","96 years","1","Male","Number","47"
"PEA11","Population estimates from 1926","1961","1961","096","96 years","2","Female","Number","114"
"PEA11","Population estimates from 1926","1961","1961","097","97 years","-","Both sexes","Number","105"
"PEA11","Population estimates from 1926","1961","1961","097","97 years","1","Male","Number","40"
"PEA11","Population estimates from 1926","1961","1961","097","97 years","2","Female","Number","65"
"PEA11","Population estimates from 1926","1961","1961","098","98 years","-","Both sexes","Number","65"
"PEA11","Population estimates from 1926","1961","1961","098","98 years","1","Male","Number","19"
"PEA11","Population estimates from 1926","1961","1961","098","98 years","2","Female","Number","46"
