"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C04004V04762","Citizenship","UNIT","VALUE"
"PEA25","Estimated Population","2019","2019","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","42.9"
"PEA25","Estimated Population","2019","2019","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","124.2"
"PEA25","Estimated Population","2019","2019","2","Female","GB","United Kingdom","Thousand","49.2"
"PEA25","Estimated Population","2019","2019","2","Female","IE","Ireland","Thousand","2191.3"
"PEA25","Estimated Population","2019","2019","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","94.5"
"PEA25","Estimated Population","2020","2020","-","Both sexes","-","All Countries","Thousand","5029.9"
"PEA25","Estimated Population","2020","2020","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","86.5"
"PEA25","Estimated Population","2020","2020","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","244.9"
"PEA25","Estimated Population","2020","2020","-","Both sexes","GB","United Kingdom","Thousand","100"
"PEA25","Estimated Population","2020","2020","-","Both sexes","IE","Ireland","Thousand","4384.8"
"PEA25","Estimated Population","2020","2020","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","213.6"
"PEA25","Estimated Population","2020","2020","1","Male","-","All Countries","Thousand","2491.8"
"PEA25","Estimated Population","2020","2020","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","41.5"
"PEA25","Estimated Population","2020","2020","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","121.8"
"PEA25","Estimated Population","2020","2020","1","Male","GB","United Kingdom","Thousand","51.8"
"PEA25","Estimated Population","2020","2020","1","Male","IE","Ireland","Thousand","2169.2"
"PEA25","Estimated Population","2020","2020","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","107.4"
"PEA25","Estimated Population","2020","2020","2","Female","-","All Countries","Thousand","2538.1"
"PEA25","Estimated Population","2020","2020","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","45"
"PEA25","Estimated Population","2020","2020","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","123.1"
"PEA25","Estimated Population","2020","2020","2","Female","GB","United Kingdom","Thousand","48.2"
"PEA25","Estimated Population","2020","2020","2","Female","IE","Ireland","Thousand","2215.6"
"PEA25","Estimated Population","2020","2020","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","106.2"
"PEA25","Estimated Population","2021","2021","-","Both sexes","-","All Countries","Thousand","5074.7"
"PEA25","Estimated Population","2021","2021","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","86.7"
"PEA25","Estimated Population","2021","2021","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","240"
"PEA25","Estimated Population","2021","2021","-","Both sexes","GB","United Kingdom","Thousand","97.7"
"PEA25","Estimated Population","2021","2021","-","Both sexes","IE","Ireland","Thousand","4430.8"
"PEA25","Estimated Population","2021","2021","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","219.4"
"PEA25","Estimated Population","2021","2021","1","Male","-","All Countries","Thousand","2514"
"PEA25","Estimated Population","2021","2021","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","42.1"
"PEA25","Estimated Population","2021","2021","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","118.6"
"PEA25","Estimated Population","2021","2021","1","Male","GB","United Kingdom","Thousand","53.6"
"PEA25","Estimated Population","2021","2021","1","Male","IE","Ireland","Thousand","2194.5"
"PEA25","Estimated Population","2021","2021","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","105.2"
"PEA25","Estimated Population","2021","2021","2","Female","-","All Countries","Thousand","2560.6"
"PEA25","Estimated Population","2021","2021","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","44.6"
"PEA25","Estimated Population","2021","2021","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","121.4"
"PEA25","Estimated Population","2021","2021","2","Female","GB","United Kingdom","Thousand","44.1"
"PEA25","Estimated Population","2021","2021","2","Female","IE","Ireland","Thousand","2236.3"
"PEA25","Estimated Population","2021","2021","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","114.2"
"PEA25","Estimated Population","2022","2022","-","Both sexes","-","All Countries","Thousand","5184"
"PEA25","Estimated Population","2022","2022","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","90.6"
"PEA25","Estimated Population","2022","2022","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","240.5"
"PEA25","Estimated Population","2022","2022","-","Both sexes","GB","United Kingdom","Thousand","89.3"
"PEA25","Estimated Population","2022","2022","-","Both sexes","IE","Ireland","Thousand","4495.4"
"PEA25","Estimated Population","2022","2022","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","268.1"
"PEA25","Estimated Population","2022","2022","1","Male","-","All Countries","Thousand","2562"
"PEA25","Estimated Population","2022","2022","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","43.9"
"PEA25","Estimated Population","2022","2022","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","119.9"
"PEA25","Estimated Population","2022","2022","1","Male","GB","United Kingdom","Thousand","48.1"
"PEA25","Estimated Population","2022","2022","1","Male","IE","Ireland","Thousand","2222"
"PEA25","Estimated Population","2022","2022","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","128"
"PEA25","Estimated Population","2022","2022","2","Female","-","All Countries","Thousand","2622"
"PEA25","Estimated Population","2022","2022","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","46.6"
"PEA25","Estimated Population","2022","2022","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","120.6"
"PEA25","Estimated Population","2022","2022","2","Female","GB","United Kingdom","Thousand","41.2"
"PEA25","Estimated Population","2022","2022","2","Female","IE","Ireland","Thousand","2273.5"
"PEA25","Estimated Population","2022","2022","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","140.1"
"PEA25","Estimated Population","2023","2023","-","Both sexes","-","All Countries","Thousand","5281.6"
"PEA25","Estimated Population","2023","2023","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","98.7"
"PEA25","Estimated Population","2023","2023","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","243.2"
"PEA25","Estimated Population","2023","2023","-","Both sexes","GB","United Kingdom","Thousand","88.1"
"PEA25","Estimated Population","2023","2023","-","Both sexes","IE","Ireland","Thousand","4524.6"
"PEA25","Estimated Population","2023","2023","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","327"
"PEA25","Estimated Population","2023","2023","1","Male","-","All Countries","Thousand","2606.2"
"PEA25","Estimated Population","2023","2023","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","48.7"
"PEA25","Estimated Population","2023","2023","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","120.6"
"PEA25","Estimated Population","2023","2023","1","Male","GB","United Kingdom","Thousand","47.5"
"PEA25","Estimated Population","2023","2023","1","Male","IE","Ireland","Thousand","2237.1"
"PEA25","Estimated Population","2023","2023","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","152.3"
"PEA25","Estimated Population","2023","2023","2","Female","-","All Countries","Thousand","2675.4"
"PEA25","Estimated Population","2023","2023","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","50"
"PEA25","Estimated Population","2023","2023","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","122.6"
"PEA25","Estimated Population","2023","2023","2","Female","GB","United Kingdom","Thousand","40.5"
"PEA25","Estimated Population","2023","2023","2","Female","IE","Ireland","Thousand","2287.5"
"PEA25","Estimated Population","2023","2023","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","174.7"
