"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C04004V04762","Citizenship","UNIT","VALUE"
"PEA24","Estimated Immigration (Persons in April)","2007","2007","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","9.4"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","-","Both sexes","-","All Countries","Thousand","113.5"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","9.6"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","54.7"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","-","Both sexes","GB","United Kingdom","Thousand","6.8"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","-","Both sexes","IE","Ireland","Thousand","23.8"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","18.6"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","1","Male","-","All Countries","Thousand","53.9"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3.9"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","24.8"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","1","Male","GB","United Kingdom","Thousand","4.1"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","1","Male","IE","Ireland","Thousand","11.8"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","9.4"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","2","Female","-","All Countries","Thousand","59.5"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5.7"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","29.9"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","2","Female","GB","United Kingdom","Thousand","2.7"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","2","Female","IE","Ireland","Thousand","12"
"PEA24","Estimated Immigration (Persons in April)","2008","2008","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","9.2"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","-","Both sexes","-","All Countries","Thousand","73.7"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","11.5"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","21.1"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","-","Both sexes","GB","United Kingdom","Thousand","3.9"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","-","Both sexes","IE","Ireland","Thousand","23"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","14.1"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","1","Male","-","All Countries","Thousand","36.8"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3.7"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","10.8"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","1","Male","GB","United Kingdom","Thousand","2.3"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","1","Male","IE","Ireland","Thousand","13"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","7"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","2","Female","-","All Countries","Thousand","36.8"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","7.9"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","10.3"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","2","Female","GB","United Kingdom","Thousand","1.7"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","2","Female","IE","Ireland","Thousand","10"
"PEA24","Estimated Immigration (Persons in April)","2009","2009","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","7.1"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","-","Both sexes","-","All Countries","Thousand","41.8"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","6.2"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","9.3"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","-","Both sexes","GB","United Kingdom","Thousand","2.5"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","-","Both sexes","IE","Ireland","Thousand","17.9"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","6"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","1","Male","-","All Countries","Thousand","20.4"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","2.6"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.6"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","1","Male","GB","United Kingdom","Thousand","1.4"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","1","Male","IE","Ireland","Thousand","9"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","2.8"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","2","Female","-","All Countries","Thousand","21.4"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3.6"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.6"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","2","Female","GB","United Kingdom","Thousand","1.1"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","2","Female","IE","Ireland","Thousand","8.9"
"PEA24","Estimated Immigration (Persons in April)","2010","2010","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","3.2"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","-","Both sexes","-","All Countries","Thousand","53.3"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","7.1"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","10.1"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","-","Both sexes","GB","United Kingdom","Thousand","4.1"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","-","Both sexes","IE","Ireland","Thousand","19.6"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","12.4"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","1","Male","-","All Countries","Thousand","26"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3.4"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.6"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","1","Male","GB","United Kingdom","Thousand","2.2"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","1","Male","IE","Ireland","Thousand","9.9"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","5.9"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","2","Female","-","All Countries","Thousand","27.2"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3.7"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.5"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","2","Female","GB","United Kingdom","Thousand","1.9"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","2","Female","IE","Ireland","Thousand","9.7"
"PEA24","Estimated Immigration (Persons in April)","2011","2011","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","6.5"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","-","Both sexes","-","All Countries","Thousand","57.3"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","7.9"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","7.7"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","-","Both sexes","GB","United Kingdom","Thousand","3.9"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","-","Both sexes","IE","Ireland","Thousand","20.1"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","17.7"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","1","Male","-","All Countries","Thousand","27.5"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3.6"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","3.2"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","1","Male","GB","United Kingdom","Thousand","2"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","1","Male","IE","Ireland","Thousand","9.1"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","9.6"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","2","Female","-","All Countries","Thousand","29.7"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.3"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.5"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","2","Female","GB","United Kingdom","Thousand","1.8"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","2","Female","IE","Ireland","Thousand","11"
"PEA24","Estimated Immigration (Persons in April)","2012","2012","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","8.2"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","-","Both sexes","-","All Countries","Thousand","62.7"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","8.8"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","8.3"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","-","Both sexes","GB","United Kingdom","Thousand","4.1"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","-","Both sexes","IE","Ireland","Thousand","21.7"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","19.8"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","1","Male","-","All Countries","Thousand","32.3"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.4"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","3.8"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","1","Male","GB","United Kingdom","Thousand","2.3"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","1","Male","IE","Ireland","Thousand","10.5"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","11.3"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","2","Female","-","All Countries","Thousand","30.4"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.3"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.6"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","2","Female","GB","United Kingdom","Thousand","1.9"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","2","Female","IE","Ireland","Thousand","11.2"
"PEA24","Estimated Immigration (Persons in April)","2013","2013","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","8.4"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","-","Both sexes","-","All Countries","Thousand","66.5"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","9.4"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","11.1"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","-","Both sexes","GB","United Kingdom","Thousand","4.2"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","-","Both sexes","IE","Ireland","Thousand","22.8"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","19"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","1","Male","-","All Countries","Thousand","30.9"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.3"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.9"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","1","Male","GB","United Kingdom","Thousand","2"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","1","Male","IE","Ireland","Thousand","9.9"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","9.7"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","2","Female","-","All Countries","Thousand","35.6"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5.1"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","6.1"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","2","Female","GB","United Kingdom","Thousand","2.2"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","2","Female","IE","Ireland","Thousand","12.9"
"PEA24","Estimated Immigration (Persons in April)","2014","2014","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","9.3"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","-","Both sexes","-","All Countries","Thousand","75.9"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","10.2"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","12.2"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","-","Both sexes","GB","United Kingdom","Thousand","5"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","-","Both sexes","IE","Ireland","Thousand","26.6"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","21.9"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","1","Male","-","All Countries","Thousand","35.7"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.6"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.5"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","1","Male","GB","United Kingdom","Thousand","2.5"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","1","Male","IE","Ireland","Thousand","11.9"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","11.2"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","2","Female","-","All Countries","Thousand","40.2"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5.6"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","6.7"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","2","Female","GB","United Kingdom","Thousand","2.5"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","2","Female","IE","Ireland","Thousand","14.7"
"PEA24","Estimated Immigration (Persons in April)","2015","2015","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","10.7"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","-","Both sexes","-","All Countries","Thousand","82.3"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","11.4"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","13.2"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","-","Both sexes","GB","United Kingdom","Thousand","5.9"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","-","Both sexes","IE","Ireland","Thousand","28.4"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","23.6"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","1","Male","-","All Countries","Thousand","41.2"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5.2"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","6.8"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","1","Male","GB","United Kingdom","Thousand","3.3"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","1","Male","IE","Ireland","Thousand","14.4"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","11.5"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","2","Female","-","All Countries","Thousand","41.2"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","6.2"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","6.4"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","2","Female","GB","United Kingdom","Thousand","2.6"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","2","Female","IE","Ireland","Thousand","13.9"
"PEA24","Estimated Immigration (Persons in April)","2016","2016","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","12.1"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","-","Both sexes","-","All Countries","Thousand","95.3"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","11.4"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","11"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","-","Both sexes","GB","United Kingdom","Thousand","6.4"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","-","Both sexes","IE","Ireland","Thousand","31"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","35.5"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","1","Male","-","All Countries","Thousand","47.3"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5.4"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.5"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","1","Male","GB","United Kingdom","Thousand","3.5"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","1","Male","IE","Ireland","Thousand","15.3"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","17.6"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","2","Female","-","All Countries","Thousand","48"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","6"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.5"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","2","Female","GB","United Kingdom","Thousand","2.9"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","2","Female","IE","Ireland","Thousand","15.6"
"PEA24","Estimated Immigration (Persons in April)","2017","2017","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","18"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","-","Both sexes","-","All Countries","Thousand","96"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","11.6"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","11.1"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","-","Both sexes","GB","United Kingdom","Thousand","6.3"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","-","Both sexes","IE","Ireland","Thousand","30.1"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","36.9"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","1","Male","-","All Countries","Thousand","47.3"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5.4"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.3"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","1","Male","GB","United Kingdom","Thousand","3.4"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","1","Male","IE","Ireland","Thousand","15.2"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","18.1"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","2","Female","-","All Countries","Thousand","48.7"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","6.2"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.8"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","2","Female","GB","United Kingdom","Thousand","3"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","2","Female","IE","Ireland","Thousand","14.9"
"PEA24","Estimated Immigration (Persons in April)","2018","2018","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","18.7"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","-","Both sexes","-","All Countries","Thousand","97.1"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","11.6"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","11.1"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","-","Both sexes","GB","United Kingdom","Thousand","6.4"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","-","Both sexes","IE","Ireland","Thousand","31"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","37.1"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","1","Male","-","All Countries","Thousand","49"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5.6"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.4"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","1","Male","GB","United Kingdom","Thousand","3.1"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","1","Male","IE","Ireland","Thousand","15.4"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","19.5"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","2","Female","-","All Countries","Thousand","48.1"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5.9"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.7"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","2","Female","GB","United Kingdom","Thousand","3.4"
