"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V02508","Age Group","C02199V02655","Sex","UNIT","VALUE"
"PEA01","Population Estimates (Persons in April)","1961","1961","530","55 - 59 years","1","Male","Thousand","68.6"
"PEA01","Population Estimates (Persons in April)","1961","1961","530","55 - 59 years","2","Female","Thousand","67.5"
"PEA01","Population Estimates (Persons in April)","1961","1961","550","60 - 64 years","-","Both sexes","Thousand","131.1"
"PEA01","Population Estimates (Persons in April)","1961","1961","550","60 - 64 years","1","Male","Thousand","64.4"
"PEA01","Population Estimates (Persons in April)","1961","1961","550","60 - 64 years","2","Female","Thousand","66.6"
"PEA01","Population Estimates (Persons in April)","1961","1961","565","65 - 69 years","-","Both sexes","Thousand","103.5"
"PEA01","Population Estimates (Persons in April)","1961","1961","565","65 - 69 years","1","Male","Thousand","51.1"
"PEA01","Population Estimates (Persons in April)","1961","1961","565","65 - 69 years","2","Female","Thousand","52.3"
"PEA01","Population Estimates (Persons in April)","1961","1961","575","65 years and over","-","Both sexes","Thousand","315.1"
"PEA01","Population Estimates (Persons in April)","1961","1961","575","65 years and over","1","Male","Thousand","149.3"
"PEA01","Population Estimates (Persons in April)","1961","1961","575","65 years and over","2","Female","Thousand","165.8"
"PEA01","Population Estimates (Persons in April)","1961","1961","580","70 - 74 years","-","Both sexes","Thousand","92.8"
"PEA01","Population Estimates (Persons in April)","1961","1961","580","70 - 74 years","1","Male","Thousand","44.1"
"PEA01","Population Estimates (Persons in April)","1961","1961","580","70 - 74 years","2","Female","Thousand","48.7"
"PEA01","Population Estimates (Persons in April)","1961","1961","595","75 - 79 years","-","Both sexes","Thousand","63.2"
"PEA01","Population Estimates (Persons in April)","1961","1961","595","75 - 79 years","1","Male","Thousand","29.7"
"PEA01","Population Estimates (Persons in April)","1961","1961","595","75 - 79 years","2","Female","Thousand","33.5"
"PEA01","Population Estimates (Persons in April)","1961","1961","610","80 - 84 years","-","Both sexes","Thousand","37"
"PEA01","Population Estimates (Persons in April)","1961","1961","610","80 - 84 years","1","Male","Thousand","16.7"
"PEA01","Population Estimates (Persons in April)","1961","1961","610","80 - 84 years","2","Female","Thousand","20.4"
"PEA01","Population Estimates (Persons in April)","1961","1961","630","85 years and over","-","Both sexes","Thousand","18.5"
"PEA01","Population Estimates (Persons in April)","1961","1961","630","85 years and over","1","Male","Thousand","7.7"
"PEA01","Population Estimates (Persons in April)","1961","1961","630","85 years and over","2","Female","Thousand","10.8"
"PEA01","Population Estimates (Persons in April)","1961","1961","-","All ages","-","Both sexes","Thousand","2818.3"
"PEA01","Population Estimates (Persons in April)","1961","1961","-","All ages","1","Male","Thousand","1416.5"
"PEA01","Population Estimates (Persons in April)","1961","1961","-","All ages","2","Female","Thousand","1401.8"
"PEA01","Population Estimates (Persons in April)","1962","1962","200","Under 1 year","-","Both sexes","Thousand","60.5"
"PEA01","Population Estimates (Persons in April)","1962","1962","200","Under 1 year","1","Male","Thousand","30.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","200","Under 1 year","2","Female","Thousand","29.6"
"PEA01","Population Estimates (Persons in April)","1962","1962","205","0 - 4 years","-","Both sexes","Thousand",""
"PEA01","Population Estimates (Persons in April)","1962","1962","205","0 - 4 years","1","Male","Thousand",""
"PEA01","Population Estimates (Persons in April)","1962","1962","205","0 - 4 years","2","Female","Thousand",""
"PEA01","Population Estimates (Persons in April)","1962","1962","215","0 - 14 years","-","Both sexes","Thousand","881.5"
"PEA01","Population Estimates (Persons in April)","1962","1962","215","0 - 14 years","1","Male","Thousand","450.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","215","0 - 14 years","2","Female","Thousand","430.6"
"PEA01","Population Estimates (Persons in April)","1962","1962","225","1 - 4 years","-","Both sexes","Thousand","243.2"
"PEA01","Population Estimates (Persons in April)","1962","1962","225","1 - 4 years","1","Male","Thousand","124.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","225","1 - 4 years","2","Female","Thousand","119.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","245","5 - 9 years","-","Both sexes","Thousand","289.8"
"PEA01","Population Estimates (Persons in April)","1962","1962","245","5 - 9 years","1","Male","Thousand","148.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","245","5 - 9 years","2","Female","Thousand","141.7"
"PEA01","Population Estimates (Persons in April)","1962","1962","265","10 - 14 years","-","Both sexes","Thousand","288"
"PEA01","Population Estimates (Persons in April)","1962","1962","265","10 - 14 years","1","Male","Thousand","147.8"
"PEA01","Population Estimates (Persons in April)","1962","1962","265","10 - 14 years","2","Female","Thousand","140.2"
"PEA01","Population Estimates (Persons in April)","1962","1962","300","15 - 19 years","-","Both sexes","Thousand","238.8"
"PEA01","Population Estimates (Persons in April)","1962","1962","300","15 - 19 years","1","Male","Thousand","122.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","300","15 - 19 years","2","Female","Thousand","115.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","310","15 - 24 years","-","Both sexes","Thousand","402.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","310","15 - 24 years","1","Male","Thousand","206.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","310","15 - 24 years","2","Female","Thousand","196"
"PEA01","Population Estimates (Persons in April)","1962","1962","320","15 years and over","-","Both sexes","Thousand","1948.6"
"PEA01","Population Estimates (Persons in April)","1962","1962","320","15 years and over","1","Male","Thousand","971.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","320","15 years and over","2","Female","Thousand","976.7"
"PEA01","Population Estimates (Persons in April)","1962","1962","365","20 - 24 years","-","Both sexes","Thousand","163.3"
"PEA01","Population Estimates (Persons in April)","1962","1962","365","20 - 24 years","1","Male","Thousand","83.2"
"PEA01","Population Estimates (Persons in April)","1962","1962","365","20 - 24 years","2","Female","Thousand","80.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","410","25 - 29 years","-","Both sexes","Thousand","146.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","410","25 - 29 years","1","Male","Thousand","72.8"
"PEA01","Population Estimates (Persons in April)","1962","1962","410","25 - 29 years","2","Female","Thousand","73.3"
"PEA01","Population Estimates (Persons in April)","1962","1962","420","25 - 44 years","-","Both sexes","Thousand","630.7"
"PEA01","Population Estimates (Persons in April)","1962","1962","420","25 - 44 years","1","Male","Thousand","312.4"
"PEA01","Population Estimates (Persons in April)","1962","1962","420","25 - 44 years","2","Female","Thousand","318.3"
"PEA01","Population Estimates (Persons in April)","1962","1962","440","30 - 34 years","-","Both sexes","Thousand","151.4"
"PEA01","Population Estimates (Persons in April)","1962","1962","440","30 - 34 years","1","Male","Thousand","74.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","440","30 - 34 years","2","Female","Thousand","76.5"
"PEA01","Population Estimates (Persons in April)","1962","1962","460","35 - 39 years","-","Both sexes","Thousand","164.3"
"PEA01","Population Estimates (Persons in April)","1962","1962","460","35 - 39 years","1","Male","Thousand","80.6"
"PEA01","Population Estimates (Persons in April)","1962","1962","460","35 - 39 years","2","Female","Thousand","83.7"
"PEA01","Population Estimates (Persons in April)","1962","1962","475","40 - 44 years","-","Both sexes","Thousand","168.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","475","40 - 44 years","1","Male","Thousand","84.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","475","40 - 44 years","2","Female","Thousand","84.8"
"PEA01","Population Estimates (Persons in April)","1962","1962","495","45 - 49 years","-","Both sexes","Thousand","172.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","495","45 - 49 years","1","Male","Thousand","87.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","495","45 - 49 years","2","Female","Thousand","85"
"PEA01","Population Estimates (Persons in April)","1962","1962","505","45 - 64 years","-","Both sexes","Thousand","599.3"
"PEA01","Population Estimates (Persons in April)","1962","1962","505","45 - 64 years","1","Male","Thousand","304"
"PEA01","Population Estimates (Persons in April)","1962","1962","505","45 - 64 years","2","Female","Thousand","295.3"
"PEA01","Population Estimates (Persons in April)","1962","1962","515","50 - 54 years","-","Both sexes","Thousand","158.6"
"PEA01","Population Estimates (Persons in April)","1962","1962","515","50 - 54 years","1","Male","Thousand","82.2"
"PEA01","Population Estimates (Persons in April)","1962","1962","515","50 - 54 years","2","Female","Thousand","76.4"
"PEA01","Population Estimates (Persons in April)","1962","1962","530","55 - 59 years","-","Both sexes","Thousand","138.2"
"PEA01","Population Estimates (Persons in April)","1962","1962","530","55 - 59 years","1","Male","Thousand","70"
"PEA01","Population Estimates (Persons in April)","1962","1962","530","55 - 59 years","2","Female","Thousand","68.2"
"PEA01","Population Estimates (Persons in April)","1962","1962","550","60 - 64 years","-","Both sexes","Thousand","129.6"
"PEA01","Population Estimates (Persons in April)","1962","1962","550","60 - 64 years","1","Male","Thousand","63.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","550","60 - 64 years","2","Female","Thousand","65.7"
"PEA01","Population Estimates (Persons in April)","1962","1962","565","65 - 69 years","-","Both sexes","Thousand","105.5"
"PEA01","Population Estimates (Persons in April)","1962","1962","565","65 - 69 years","1","Male","Thousand","51.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","565","65 - 69 years","2","Female","Thousand","53.6"
"PEA01","Population Estimates (Persons in April)","1962","1962","575","65 years and over","-","Both sexes","Thousand","316.5"
"PEA01","Population Estimates (Persons in April)","1962","1962","575","65 years and over","1","Male","Thousand","149.4"
"PEA01","Population Estimates (Persons in April)","1962","1962","575","65 years and over","2","Female","Thousand","167.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","580","70 - 74 years","-","Both sexes","Thousand","92.2"
"PEA01","Population Estimates (Persons in April)","1962","1962","580","70 - 74 years","1","Male","Thousand","43.7"
"PEA01","Population Estimates (Persons in April)","1962","1962","580","70 - 74 years","2","Female","Thousand","48.5"
"PEA01","Population Estimates (Persons in April)","1962","1962","595","75 - 79 years","-","Both sexes","Thousand","63.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","595","75 - 79 years","1","Male","Thousand","29.5"
"PEA01","Population Estimates (Persons in April)","1962","1962","595","75 - 79 years","2","Female","Thousand","33.6"
"PEA01","Population Estimates (Persons in April)","1962","1962","610","80 - 84 years","-","Both sexes","Thousand","36.8"
"PEA01","Population Estimates (Persons in April)","1962","1962","610","80 - 84 years","1","Male","Thousand","16.5"
"PEA01","Population Estimates (Persons in April)","1962","1962","610","80 - 84 years","2","Female","Thousand","20.3"
"PEA01","Population Estimates (Persons in April)","1962","1962","630","85 years and over","-","Both sexes","Thousand","18.9"
"PEA01","Population Estimates (Persons in April)","1962","1962","630","85 years and over","1","Male","Thousand","7.8"
"PEA01","Population Estimates (Persons in April)","1962","1962","630","85 years and over","2","Female","Thousand","11.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","-","All ages","-","Both sexes","Thousand","2830.1"
"PEA01","Population Estimates (Persons in April)","1962","1962","-","All ages","1","Male","Thousand","1422.8"
"PEA01","Population Estimates (Persons in April)","1962","1962","-","All ages","2","Female","Thousand","1407.3"
"PEA01","Population Estimates (Persons in April)","1963","1963","200","Under 1 year","-","Both sexes","Thousand","62.1"
"PEA01","Population Estimates (Persons in April)","1963","1963","200","Under 1 year","1","Male","Thousand","31.8"
"PEA01","Population Estimates (Persons in April)","1963","1963","200","Under 1 year","2","Female","Thousand","30.3"
"PEA01","Population Estimates (Persons in April)","1963","1963","205","0 - 4 years","-","Both sexes","Thousand",""
"PEA01","Population Estimates (Persons in April)","1963","1963","205","0 - 4 years","1","Male","Thousand",""
"PEA01","Population Estimates (Persons in April)","1963","1963","205","0 - 4 years","2","Female","Thousand",""
"PEA01","Population Estimates (Persons in April)","1963","1963","215","0 - 14 years","-","Both sexes","Thousand","888.1"
"PEA01","Population Estimates (Persons in April)","1963","1963","215","0 - 14 years","1","Male","Thousand","454"
"PEA01","Population Estimates (Persons in April)","1963","1963","215","0 - 14 years","2","Female","Thousand","434.1"
"PEA01","Population Estimates (Persons in April)","1963","1963","225","1 - 4 years","-","Both sexes","Thousand","245.3"
"PEA01","Population Estimates (Persons in April)","1963","1963","225","1 - 4 years","1","Male","Thousand","125.1"
"PEA01","Population Estimates (Persons in April)","1963","1963","225","1 - 4 years","2","Female","Thousand","120.2"
"PEA01","Population Estimates (Persons in April)","1963","1963","245","5 - 9 years","-","Both sexes","Thousand","292.7"
"PEA01","Population Estimates (Persons in April)","1963","1963","245","5 - 9 years","1","Male","Thousand","149.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","245","5 - 9 years","2","Female","Thousand","143.2"
"PEA01","Population Estimates (Persons in April)","1963","1963","265","10 - 14 years","-","Both sexes","Thousand","288"
"PEA01","Population Estimates (Persons in April)","1963","1963","265","10 - 14 years","1","Male","Thousand","147.6"
"PEA01","Population Estimates (Persons in April)","1963","1963","265","10 - 14 years","2","Female","Thousand","140.4"
"PEA01","Population Estimates (Persons in April)","1963","1963","300","15 - 19 years","-","Both sexes","Thousand","244.3"
"PEA01","Population Estimates (Persons in April)","1963","1963","300","15 - 19 years","1","Male","Thousand","125.7"
"PEA01","Population Estimates (Persons in April)","1963","1963","300","15 - 19 years","2","Female","Thousand","118.6"
"PEA01","Population Estimates (Persons in April)","1963","1963","310","15 - 24 years","-","Both sexes","Thousand","413.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","310","15 - 24 years","1","Male","Thousand","212"
"PEA01","Population Estimates (Persons in April)","1963","1963","310","15 - 24 years","2","Female","Thousand","201.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","320","15 years and over","-","Both sexes","Thousand","1961.9"
"PEA01","Population Estimates (Persons in April)","1963","1963","320","15 years and over","1","Male","Thousand","978.7"
"PEA01","Population Estimates (Persons in April)","1963","1963","320","15 years and over","2","Female","Thousand","983.2"
"PEA01","Population Estimates (Persons in April)","1963","1963","365","20 - 24 years","-","Both sexes","Thousand","169.2"
"PEA01","Population Estimates (Persons in April)","1963","1963","365","20 - 24 years","1","Male","Thousand","86.3"
"PEA01","Population Estimates (Persons in April)","1963","1963","365","20 - 24 years","2","Female","Thousand","82.9"
"PEA01","Population Estimates (Persons in April)","1963","1963","410","25 - 29 years","-","Both sexes","Thousand","147.2"
"PEA01","Population Estimates (Persons in April)","1963","1963","410","25 - 29 years","1","Male","Thousand","73.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","410","25 - 29 years","2","Female","Thousand","73.7"
"PEA01","Population Estimates (Persons in April)","1963","1963","420","25 - 44 years","-","Both sexes","Thousand","627.9"
"PEA01","Population Estimates (Persons in April)","1963","1963","420","25 - 44 years","1","Male","Thousand","311.6"
"PEA01","Population Estimates (Persons in April)","1963","1963","420","25 - 44 years","2","Female","Thousand","316.3"
"PEA01","Population Estimates (Persons in April)","1963","1963","440","30 - 34 years","-","Both sexes","Thousand","150.6"
"PEA01","Population Estimates (Persons in April)","1963","1963","440","30 - 34 years","1","Male","Thousand","74.8"
"PEA01","Population Estimates (Persons in April)","1963","1963","440","30 - 34 years","2","Female","Thousand","75.8"
"PEA01","Population Estimates (Persons in April)","1963","1963","460","35 - 39 years","-","Both sexes","Thousand","162.2"
"PEA01","Population Estimates (Persons in April)","1963","1963","460","35 - 39 years","1","Male","Thousand","79.8"
"PEA01","Population Estimates (Persons in April)","1963","1963","460","35 - 39 years","2","Female","Thousand","82.4"
"PEA01","Population Estimates (Persons in April)","1963","1963","475","40 - 44 years","-","Both sexes","Thousand","167.9"
"PEA01","Population Estimates (Persons in April)","1963","1963","475","40 - 44 years","1","Male","Thousand","83.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","475","40 - 44 years","2","Female","Thousand","84.4"
"PEA01","Population Estimates (Persons in April)","1963","1963","495","45 - 49 years","-","Both sexes","Thousand","171.8"
"PEA01","Population Estimates (Persons in April)","1963","1963","495","45 - 49 years","1","Male","Thousand","87.1"
"PEA01","Population Estimates (Persons in April)","1963","1963","495","45 - 49 years","2","Female","Thousand","84.7"
"PEA01","Population Estimates (Persons in April)","1963","1963","505","45 - 64 years","-","Both sexes","Thousand","601.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","505","45 - 64 years","1","Male","Thousand","305.1"
"PEA01","Population Estimates (Persons in April)","1963","1963","505","45 - 64 years","2","Female","Thousand","296.4"
"PEA01","Population Estimates (Persons in April)","1963","1963","515","50 - 54 years","-","Both sexes","Thousand","160.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","515","50 - 54 years","1","Male","Thousand","82.9"
"PEA01","Population Estimates (Persons in April)","1963","1963","515","50 - 54 years","2","Female","Thousand","77.6"
"PEA01","Population Estimates (Persons in April)","1963","1963","530","55 - 59 years","-","Both sexes","Thousand","140.7"
"PEA01","Population Estimates (Persons in April)","1963","1963","530","55 - 59 years","1","Male","Thousand","71.6"
"PEA01","Population Estimates (Persons in April)","1963","1963","530","55 - 59 years","2","Female","Thousand","69.1"
"PEA01","Population Estimates (Persons in April)","1963","1963","550","60 - 64 years","-","Both sexes","Thousand","128.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","550","60 - 64 years","1","Male","Thousand","63.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","550","60 - 64 years","2","Female","Thousand","65"
"PEA01","Population Estimates (Persons in April)","1963","1963","565","65 - 69 years","-","Both sexes","Thousand","107.9"
"PEA01","Population Estimates (Persons in April)","1963","1963","565","65 - 69 years","1","Male","Thousand","52.8"
"PEA01","Population Estimates (Persons in April)","1963","1963","565","65 - 69 years","2","Female","Thousand","55.1"
"PEA01","Population Estimates (Persons in April)","1963","1963","575","65 years and over","-","Both sexes","Thousand","319"
"PEA01","Population Estimates (Persons in April)","1963","1963","575","65 years and over","1","Male","Thousand","150"
"PEA01","Population Estimates (Persons in April)","1963","1963","575","65 years and over","2","Female","Thousand","169"
"PEA01","Population Estimates (Persons in April)","1963","1963","580","70 - 74 years","-","Both sexes","Thousand","92"
"PEA01","Population Estimates (Persons in April)","1963","1963","580","70 - 74 years","1","Male","Thousand","43.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","580","70 - 74 years","2","Female","Thousand","48.5"
"PEA01","Population Estimates (Persons in April)","1963","1963","595","75 - 79 years","-","Both sexes","Thousand","63.2"
"PEA01","Population Estimates (Persons in April)","1963","1963","595","75 - 79 years","1","Male","Thousand","29.4"
"PEA01","Population Estimates (Persons in April)","1963","1963","595","75 - 79 years","2","Female","Thousand","33.8"
"PEA01","Population Estimates (Persons in April)","1963","1963","610","80 - 84 years","-","Both sexes","Thousand","36.6"
"PEA01","Population Estimates (Persons in April)","1963","1963","610","80 - 84 years","1","Male","Thousand","16.4"
"PEA01","Population Estimates (Persons in April)","1963","1963","610","80 - 84 years","2","Female","Thousand","20.2"
"PEA01","Population Estimates (Persons in April)","1963","1963","630","85 years and over","-","Both sexes","Thousand","19.3"
"PEA01","Population Estimates (Persons in April)","1963","1963","630","85 years and over","1","Male","Thousand","7.9"
"PEA01","Population Estimates (Persons in April)","1963","1963","630","85 years and over","2","Female","Thousand","11.4"
"PEA01","Population Estimates (Persons in April)","1963","1963","-","All ages","-","Both sexes","Thousand","2850"
"PEA01","Population Estimates (Persons in April)","1963","1963","-","All ages","1","Male","Thousand","1432.7"
"PEA01","Population Estimates (Persons in April)","1963","1963","-","All ages","2","Female","Thousand","1417.3"
"PEA01","Population Estimates (Persons in April)","1964","1964","200","Under 1 year","-","Both sexes","Thousand","62.9"
"PEA01","Population Estimates (Persons in April)","1964","1964","200","Under 1 year","1","Male","Thousand","32.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","200","Under 1 year","2","Female","Thousand","30.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","205","0 - 4 years","-","Both sexes","Thousand",""
"PEA01","Population Estimates (Persons in April)","1964","1964","205","0 - 4 years","1","Male","Thousand",""
"PEA01","Population Estimates (Persons in April)","1964","1964","205","0 - 4 years","2","Female","Thousand",""
"PEA01","Population Estimates (Persons in April)","1964","1964","215","0 - 14 years","-","Both sexes","Thousand","893"
"PEA01","Population Estimates (Persons in April)","1964","1964","215","0 - 14 years","1","Male","Thousand","456.3"
"PEA01","Population Estimates (Persons in April)","1964","1964","215","0 - 14 years","2","Female","Thousand","436.7"
"PEA01","Population Estimates (Persons in April)","1964","1964","225","1 - 4 years","-","Both sexes","Thousand","247.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","225","1 - 4 years","1","Male","Thousand","126.4"
"PEA01","Population Estimates (Persons in April)","1964","1964","225","1 - 4 years","2","Female","Thousand","121.2"
"PEA01","Population Estimates (Persons in April)","1964","1964","245","5 - 9 years","-","Both sexes","Thousand","295.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","245","5 - 9 years","1","Male","Thousand","150.7"
"PEA01","Population Estimates (Persons in April)","1964","1964","245","5 - 9 years","2","Female","Thousand","144.4"
"PEA01","Population Estimates (Persons in April)","1964","1964","265","10 - 14 years","-","Both sexes","Thousand","287.4"
"PEA01","Population Estimates (Persons in April)","1964","1964","265","10 - 14 years","1","Male","Thousand","147.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","265","10 - 14 years","2","Female","Thousand","140.3"
"PEA01","Population Estimates (Persons in April)","1964","1964","300","15 - 19 years","-","Both sexes","Thousand","249.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","300","15 - 19 years","1","Male","Thousand","128.4"
"PEA01","Population Estimates (Persons in April)","1964","1964","300","15 - 19 years","2","Female","Thousand","121.2"
"PEA01","Population Estimates (Persons in April)","1964","1964","310","15 - 24 years","-","Both sexes","Thousand","424.3"
"PEA01","Population Estimates (Persons in April)","1964","1964","310","15 - 24 years","1","Male","Thousand","217.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","310","15 - 24 years","2","Female","Thousand","206.7"
"PEA01","Population Estimates (Persons in April)","1964","1964","320","15 years and over","-","Both sexes","Thousand","1970.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","320","15 years and over","1","Male","Thousand","983.5"
"PEA01","Population Estimates (Persons in April)","1964","1964","320","15 years and over","2","Female","Thousand","987.3"
"PEA01","Population Estimates (Persons in April)","1964","1964","365","20 - 24 years","-","Both sexes","Thousand","174.7"
"PEA01","Population Estimates (Persons in April)","1964","1964","365","20 - 24 years","1","Male","Thousand","89.2"
"PEA01","Population Estimates (Persons in April)","1964","1964","365","20 - 24 years","2","Female","Thousand","85.5"
"PEA01","Population Estimates (Persons in April)","1964","1964","410","25 - 29 years","-","Both sexes","Thousand","148.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","410","25 - 29 years","1","Male","Thousand","74.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","410","25 - 29 years","2","Female","Thousand","74"
"PEA01","Population Estimates (Persons in April)","1964","1964","420","25 - 44 years","-","Both sexes","Thousand","623.9"
"PEA01","Population Estimates (Persons in April)","1964","1964","420","25 - 44 years","1","Male","Thousand","310.3"
"PEA01","Population Estimates (Persons in April)","1964","1964","420","25 - 44 years","2","Female","Thousand","313.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","440","30 - 34 years","-","Both sexes","Thousand","149.4"
"PEA01","Population Estimates (Persons in April)","1964","1964","440","30 - 34 years","1","Male","Thousand","74.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","440","30 - 34 years","2","Female","Thousand","74.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","460","35 - 39 years","-","Both sexes","Thousand","159.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","460","35 - 39 years","1","Male","Thousand","78.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","460","35 - 39 years","2","Female","Thousand","81"
"PEA01","Population Estimates (Persons in April)","1964","1964","475","40 - 44 years","-","Both sexes","Thousand","166.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","475","40 - 44 years","1","Male","Thousand","82.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","475","40 - 44 years","2","Female","Thousand","83.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","495","45 - 49 years","-","Both sexes","Thousand","170.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","495","45 - 49 years","1","Male","Thousand","86"
"PEA01","Population Estimates (Persons in April)","1964","1964","495","45 - 49 years","2","Female","Thousand","84.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","505","45 - 64 years","-","Both sexes","Thousand","602.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","505","45 - 64 years","1","Male","Thousand","305.5"
"PEA01","Population Estimates (Persons in April)","1964","1964","505","45 - 64 years","2","Female","Thousand","296.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","515","50 - 54 years","-","Both sexes","Thousand","162.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","515","50 - 54 years","1","Male","Thousand","83.5"
"PEA01","Population Estimates (Persons in April)","1964","1964","515","50 - 54 years","2","Female","Thousand","78.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","530","55 - 59 years","-","Both sexes","Thousand","142.9"
"PEA01","Population Estimates (Persons in April)","1964","1964","530","55 - 59 years","1","Male","Thousand","73.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","530","55 - 59 years","2","Female","Thousand","69.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","550","60 - 64 years","-","Both sexes","Thousand","127"
"PEA01","Population Estimates (Persons in April)","1964","1964","550","60 - 64 years","1","Male","Thousand","62.9"
"PEA01","Population Estimates (Persons in April)","1964","1964","550","60 - 64 years","2","Female","Thousand","64.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","565","65 - 69 years","-","Both sexes","Thousand","110.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","565","65 - 69 years","1","Male","Thousand","53.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","565","65 - 69 years","2","Female","Thousand","56.5"
"PEA01","Population Estimates (Persons in April)","1964","1964","575","65 years and over","-","Both sexes","Thousand","320.5"
"PEA01","Population Estimates (Persons in April)","1964","1964","575","65 years and over","1","Male","Thousand","150.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","575","65 years and over","2","Female","Thousand","170.4"
"PEA01","Population Estimates (Persons in April)","1964","1964","580","70 - 74 years","-","Both sexes","Thousand","91.4"
"PEA01","Population Estimates (Persons in April)","1964","1964","580","70 - 74 years","1","Male","Thousand","43.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","580","70 - 74 years","2","Female","Thousand","48.3"
"PEA01","Population Estimates (Persons in April)","1964","1964","595","75 - 79 years","-","Both sexes","Thousand","63.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","595","75 - 79 years","1","Male","Thousand","29.2"
"PEA01","Population Estimates (Persons in April)","1964","1964","595","75 - 79 years","2","Female","Thousand","33.9"
"PEA01","Population Estimates (Persons in April)","1964","1964","610","80 - 84 years","-","Both sexes","Thousand","36.3"
"PEA01","Population Estimates (Persons in April)","1964","1964","610","80 - 84 years","1","Male","Thousand","16.2"
"PEA01","Population Estimates (Persons in April)","1964","1964","610","80 - 84 years","2","Female","Thousand","20.1"
"PEA01","Population Estimates (Persons in April)","1964","1964","630","85 years and over","-","Both sexes","Thousand","19.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","630","85 years and over","1","Male","Thousand","8"
"PEA01","Population Estimates (Persons in April)","1964","1964","630","85 years and over","2","Female","Thousand","11.6"
"PEA01","Population Estimates (Persons in April)","1964","1964","-","All ages","-","Both sexes","Thousand","2863.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","-","All ages","1","Male","Thousand","1439.8"
"PEA01","Population Estimates (Persons in April)","1964","1964","-","All ages","2","Female","Thousand","1424"
"PEA01","Population Estimates (Persons in April)","1965","1965","200","Under 1 year","-","Both sexes","Thousand","62.4"
"PEA01","Population Estimates (Persons in April)","1965","1965","200","Under 1 year","1","Male","Thousand","31.8"
