COUNTRY,Country,INDICATOR,Indicator,YEAR,Year,Value,Flag Codes,Flags
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2004,2004,13.20099074,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2005,2005,12.75035462,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2006,2006,12.18831612,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2007,2007,10.720929,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2008,2008,9.917454938,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2009,2009,10.74499986,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2010,2010,10.95981331,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2011,2011,10.33193461,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2012,2012,10.97203548,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2013,2013,10.52810769,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2014,2014,10.37654219,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2015,2015,12.16341399,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2016,2016,11.99854622,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2017,2017,11.50726525,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2018,2018,10.77451142,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2019,2019,10.99008592,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2020,2020,11.21180978,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2021,2021,9.973740111,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2022,2022,10.27901283,,
BEL,Belgium,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2013,2013,1.023685699,,
BEL,Belgium,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2014,2014,0.995853118,,
BEL,Belgium,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2015,2015,1.449821378,,
BEL,Belgium,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2016,2016,1.467558613,,
BEL,Belgium,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2017,2017,1.450825744,,
BEL,Belgium,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2018,2018,1.397767907,,
BEL,Belgium,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2019,2019,1.472408126,,
BEL,Belgium,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2020,2020,1.551751187,,
BEL,Belgium,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2015,2015,0.216734349,,
BEL,Belgium,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2016,2016,0.20644337,,
BEL,Belgium,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2017,2017,0.19356569,,
BEL,Belgium,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2018,2018,0.177968279,,
BEL,Belgium,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2019,2019,0.180033918,,
BEL,Belgium,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2020,2020,0.181556793,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2000,2000,0.191948679,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2001,2001,0.195576577,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2002,2002,0.181083475,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2003,2003,0.148081066,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2004,2004,0.128364332,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2005,2005,0.123526514,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2006,2006,0.115524466,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2007,2007,0.102055084,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2008,2008,0.094928153,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2009,2009,0.098122278,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2010,2010,0.096948433,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2011,2011,0.089511338,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2012,2012,0.094273362,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2013,2013,0.086241424,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2014,2014,0.083477434,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2015,2015,0.097009623,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2016,2016,0.096098675,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2017,2017,0.094433834,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2018,2018,0.092453684,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2019,2019,0.098334342,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2020,2020,0.100534437,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2021,2021,0.090685324,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2022,2022,0.095185982,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2000,2000,27.11864407,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2001,2001,28.58095556,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2002,2002,29.6144747,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2003,2003,30.7436306,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2004,2004,30.99469856,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2005,2005,33.01962463,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2006,2006,34.12982873,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2007,2007,34.66858654,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2008,2008,36.25405965,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2009,2009,37.41400101,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2010,2010,38.44813854,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2011,2011,39.31397183,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2012,2012,39.73410479,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2013,2013,40.39578447,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2014,2014,40.72706562,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2015,2015,41.31434295,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2016,2016,41.7711034,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2017,2017,42.37163123,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2018,2018,42.92401174,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2019,2019,43.44249881,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2020,2020,44.02577643,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2021,2021,45.31615416,,
BEL,Belgium,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2022,2022,45.68400248,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2000,2000,1.436117547,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2001,2001,1.426714639,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2002,2002,1.429333911,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2003,2003,1.451407764,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2004,2004,1.470856779,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2005,2005,1.468800701,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2006,2006,1.453267068,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2007,2007,1.456751085,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2008,2008,1.493187705,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2009,2009,1.487612691,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2010,2010,1.489226922,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2011,2011,1.458562687,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2012,2012,1.443332866,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2013,2013,1.417817273,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2014,2014,1.425276007,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2015,2015,1.427507558,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2016,2016,1.415532843,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2017,2017,1.412024343,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2018,2018,1.411124862,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2019,2019,1.439814501,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2020,2020,1.423222428,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2021,2021,1.434319749,,
BEL,Belgium,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2022,2022,1.418833422,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2000,2000,456.3345933,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2001,2001,460.7949977,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2002,2002,463.2826484,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2003,2003,464.6239596,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2004,2004,467.7032842,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2005,2005,469.3367455,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2006,2006,471.7500771,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2007,2007,475.1426259,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2008,2008,479.0467726,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2009,2009,480.9493231,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2010,2010,484.2587631,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2011,2011,489.8428775,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2012,2012,490.1269766,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2013,2013,492.2727525,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2014,2014,495.6259032,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2015,2015,498.8008901,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2016,2016,504.0903957,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2017,2017,508.6036607,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2018,2018,512.2739422,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2019,2019,512.5964185,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2020,2020,510.338079,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2021,2021,511.3375782,,
BEL,Belgium,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2022,2022,509.6624981,,
BEL,Belgium,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2013,2013,47.86544661,,
BEL,Belgium,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2014,2014,47.56599953,,
BEL,Belgium,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2015,2015,59.45470524,,
BEL,Belgium,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2016,2016,61.65598634,,
BEL,Belgium,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2017,2017,64.12429612,,
BEL,Belgium,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2018,2018,66.45684881,,
BEL,Belgium,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2019,2019,68.67563526,,
BEL,Belgium,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2020,2020,70.63246126,,
BEL,Belgium,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2015,2015,8.887906508,,
BEL,Belgium,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2016,2016,8.67322742,,
BEL,Belgium,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2017,2017,8.555309737,,
BEL,Belgium,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2018,2018,8.461498475,,
BEL,Belgium,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2019,2019,8.397090081,,
BEL,Belgium,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2020,2020,8.264084633,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2000,2000,4.433800756,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2001,2001,4.501208858,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2002,2002,4.528208029,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2003,2003,4.539456077,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2004,2004,4.547872272,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2005,2005,4.54697409,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2006,2006,4.471386784,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2007,2007,4.522996132,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2008,2008,4.585352363,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2009,2009,4.39198173,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2010,2010,4.283661292,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2011,2011,4.243783262,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2012,2012,4.211243933,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2013,2013,4.032472335,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2014,2014,3.987222119,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2015,2015,3.978199421,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2016,2016,4.037357359,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2017,2017,4.173832135,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2018,2018,4.39570864,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2019,2019,4.586482003,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2020,2020,4.576116834,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2021,2021,4.649290362,,
BEL,Belgium,IND-EQUI-STOCK-ROADTRACTOR-PC,Road tractors per one thousand inhabitants,2022,2022,4.719589945,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2000,2000,0.104247407,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2001,2001,0.089251719,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2002,2002,0.083418607,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2003,2003,0.070003845,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2004,2004,0.068030875,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2005,2005,0.064755105,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2006,2006,0.066714865,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2007,2007,0.064057296,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2008,2008,0.058206776,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2009,2009,0.056963813,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2010,2010,0.054719272,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2011,2011,0.05129647,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2012,2012,0.050113586,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2013,2013,0.042020655,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2014,2014,0.040852447,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2015,2015,0.049377554,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2016,2016,0.054646157,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2017,2017,0.045643616,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2018,2018,0.046532383,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2019,2019,0.047592149,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2020,2020,0.050887919,,
BEL,Belgium,IND-EQUI-NEWREG-2WHEELERS-GDP,First registrations of motorised two-wheelers per one million units of current USD GDP,2021,2021,0.044830339,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2000,2000,0.004856574,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2001,2001,0.004088768,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2002,2002,0.004179832,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2003,2003,0.002816879,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2004,2004,0.002467399,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2005,2005,0.002219257,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2006,2006,0.002236321,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2007,2007,0.002320978,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2008,2008,0.002333142,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2009,2009,0.002036196,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2010,2010,0.002118728,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2011,2011,0.001370071,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2012,2012,0.001414886,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2013,2013,0.001466104,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2014,2014,0.002133024,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2015,2015,0.002000711,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2016,2016,0.001499802,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2017,2017,0.001732421,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2018,2018,0.001954725,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2019,2019,0.002450241,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2020,2020,0.001507959,,
BEL,Belgium,IND-EQUI-NEWREG-BUS-GDP,First registrations of buses per one million units of current USD GDP,2021,2021,0.001588284,,
BEL,Belgium,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2000,2000,2.245172837,,
BEL,Belgium,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2001,2001,2.111033348,,
BEL,Belgium,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2002,2002,1.829953608,,
BEL,Belgium,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2003,2003,1.456140965,,
BEL,Belgium,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2004,2004,1.32536972,,
BEL,Belgium,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2005,2005,1.257185484,,
