"STATISTIC","Statistic Label","TLIST(A1)","Census Year","C03946V04701","City & Legal Town","C03767V04516","Means of Travel","UNIT","VALUE"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W12016","Tullamore Legal Town","TDL","Train, DART or LUAS","Number","89"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W12016","Tullamore Legal Town","M","Motorcycle or scooter","Number","9"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W12016","Tullamore Legal Town","CD","Car Driver","Number","2291"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W12016","Tullamore Legal Town","CP","Car passenger","Number","1312"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W12016","Tullamore Legal Town","V","Van","Number","202"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W12016","Tullamore Legal Town","OTH","Other (incl. lorry)","Number","116"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W12016","Tullamore Legal Town","NS","Not stated","Number","189"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W12016","Tullamore Legal Town","T","Total","Number","6174"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","F","On Foot","Number","1445"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","BI","Bicycle","Number","112"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","BU","Bus, minibus or coach","Number","125"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","TDL","Train, DART or LUAS","Number","97"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","M","Motorcycle or scooter","Number","10"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","CD","Car Driver","Number","1861"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","CP","Car passenger","Number","874"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","V","Van","Number","148"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","OTH","Other (incl. lorry)","Number","88"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","NS","Not stated","Number","192"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W13011","Mullingar Legal Town","T","Total","Number","4952"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","F","On Foot","Number","441"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","BI","Bicycle","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","BU","Bus, minibus or coach","Number","55"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","TDL","Train, DART or LUAS","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","M","Motorcycle or scooter","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","CD","Car Driver","Number","334"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","CP","Car passenger","Number","146"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","V","Van","Number","35"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","OTH","Other (incl. lorry)","Number","43"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","NS","Not stated","Number","56"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14001","Enniscorthy Legal Town","T","Total","Number","1116"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","F","On Foot","Number","579"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","BI","Bicycle","Number","15"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","BU","Bus, minibus or coach","Number","80"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","TDL","Train, DART or LUAS","Number","13"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","M","Motorcycle or scooter","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","CD","Car Driver","Number","628"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","CP","Car passenger","Number","274"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","V","Van","Number","66"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","OTH","Other (incl. lorry)","Number","39"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","NS","Not stated","Number","66"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14011","Gorey Legal Town","T","Total","Number","1761"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","F","On Foot","Number","2818"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","BI","Bicycle","Number","115"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","BU","Bus, minibus or coach","Number","367"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","TDL","Train, DART or LUAS","Number","22"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","M","Motorcycle or scooter","Number","23"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","CD","Car Driver","Number","4306"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","CP","Car passenger","Number","2222"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","V","Van","Number","322"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","OTH","Other (incl. lorry)","Number","236"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","NS","Not stated","Number","339"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W14018","Wexford Legal Town","T","Total","Number","10770"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","F","On Foot","Number","779"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","BI","Bicycle","Number","124"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","BU","Bus, minibus or coach","Number","516"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","TDL","Train, DART or LUAS","Number","914"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","M","Motorcycle or scooter","Number","26"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","CD","Car Driver","Number","2487"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","CP","Car passenger","Number","998"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","V","Van","Number","189"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","OTH","Other (incl. lorry)","Number","258"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","NS","Not stated","Number","74"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15006","Greystones Legal Town","T","Total","Number","6365"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","F","On Foot","Number","1475"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","BI","Bicycle","Number","54"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","BU","Bus, minibus or coach","Number","257"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","TDL","Train, DART or LUAS","Number","92"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","M","Motorcycle or scooter","Number","14"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","CD","Car Driver","Number","2963"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","CP","Car passenger","Number","1635"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","V","Van","Number","267"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","OTH","Other (incl. lorry)","Number","108"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","NS","Not stated","Number","227"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15009","Arklow Legal Town","T","Total","Number","7092"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","F","On Foot","Number","956"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","BI","Bicycle","Number","22"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","BU","Bus, minibus or coach","Number","247"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","TDL","Train, DART or LUAS","Number","85"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","M","Motorcycle or scooter","Number","13"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","CD","Car Driver","Number","1451"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","CP","Car passenger","Number","703"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","V","Van","Number","137"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","OTH","Other (incl. lorry)","Number","105"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","NS","Not stated","Number","129"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W15010","Wicklow Legal Town","T","Total","Number","3848"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","F","On Foot","Number","2110"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","BI","Bicycle","Number","168"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","BU","Bus, minibus or coach","Number","236"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","TDL","Train, DART or LUAS","Number","74"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","M","Motorcycle or scooter","Number","21"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","CD","Car Driver","Number","5305"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","CP","Car passenger","Number","2763"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","V","Van","Number","380"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","OTH","Other (incl. lorry)","Number","263"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","NS","Not stated","Number","441"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16004","Ennis Legal Town","T","Total","Number","11761"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","F","On Foot","Number","1684"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","BI","Bicycle","Number","174"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","BU","Bus, minibus or coach","Number","202"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","TDL","Train, DART or LUAS","Number","9"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","M","Motorcycle or scooter","Number","8"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","CD","Car Driver","Number","2653"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","CP","Car passenger","Number","970"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","V","Van","Number","152"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","OTH","Other (incl. lorry)","Number","101"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","NS","Not stated","Number","133"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16006","Shannon Legal Town","T","Total","Number","6086"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","F","On Foot","Number","349"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","BI","Bicycle","Number","20"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","BU","Bus, minibus or coach","Number","34"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","TDL","Train, DART or LUAS","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","M","Motorcycle or scooter","Number","5"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","CD","Car Driver","Number","393"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","CP","Car passenger","Number","225"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","V","Van","Number","73"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","OTH","Other (incl. lorry)","Number","37"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","NS","Not stated","Number","65"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16012","Kilrush Legal Town","T","Total","Number","1202"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","F","On Foot","Number","101"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","BI","Bicycle","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","BU","Bus, minibus or coach","Number","20"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","TDL","Train, DART or LUAS","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","M","Motorcycle or scooter","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","CD","Car Driver","Number","155"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","CP","Car passenger","Number","86"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","V","Van","Number","32"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","OTH","Other (incl. lorry)","Number","36"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","NS","Not stated","Number","34"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W16014","Kilkee Legal Town","T","Total","Number","471"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","F","On Foot","Number","288"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","BI","Bicycle","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","BU","Bus, minibus or coach","Number","57"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","TDL","Train, DART or LUAS","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","M","Motorcycle or scooter","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","CD","Car Driver","Number","425"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","CP","Car passenger","Number","139"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","V","Van","Number","37"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","OTH","Other (incl. lorry)","Number","34"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","NS","Not stated","Number","44"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18002","Bandon Legal Town","T","Total","Number","1029"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","F","On Foot","Number","462"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","BI","Bicycle","Number","11"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","BU","Bus, minibus or coach","Number","39"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","TDL","Train, DART or LUAS","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","M","Motorcycle or scooter","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","CD","Car Driver","Number","660"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","CP","Car passenger","Number","418"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","V","Van","Number","122"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","OTH","Other (incl. lorry)","Number","31"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","NS","Not stated","Number","51"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18006","Bantry Legal Town","T","Total","Number","1796"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","F","On Foot","Number","658"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","BI","Bicycle","Number","49"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","BU","Bus, minibus or coach","Number","55"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","TDL","Train, DART or LUAS","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","M","Motorcycle or scooter","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","CD","Car Driver","Number","885"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","CP","Car passenger","Number","460"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","V","Van","Number","86"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","OTH","Other (incl. lorry)","Number","72"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","NS","Not stated","Number","50"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18009","Clonakilty Legal Town","T","Total","Number","2321"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","F","On Foot","Number","949"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","BI","Bicycle","Number","18"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","BU","Bus, minibus or coach","Number","60"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","TDL","Train, DART or LUAS","Number","271"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","M","Motorcycle or scooter","Number","8"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","CD","Car Driver","Number","1465"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","CP","Car passenger","Number","563"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","V","Van","Number","83"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","OTH","Other (incl. lorry)","Number","103"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","NS","Not stated","Number","128"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18013","Cobh Legal Town","T","Total","Number","3648"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","F","On Foot","Number","308"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","BI","Bicycle","Number","31"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","BU","Bus, minibus or coach","Number","190"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","TDL","Train, DART or LUAS","Number","8"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","M","Motorcycle or scooter","Number","22"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","CD","Car Driver","Number","1665"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","CP","Car passenger","Number","732"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","V","Van","Number","104"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","OTH","Other (incl. lorry)","Number","70"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","NS","Not stated","Number","49"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18019","Passage West Legal Town","T","Total","Number","3179"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","F","On Foot","Number","377"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","BI","Bicycle","Number","13"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","BU","Bus, minibus or coach","Number","30"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","TDL","Train, DART or LUAS","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","M","Motorcycle or scooter","Number","3"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","CD","Car Driver","Number","450"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","CP","Car passenger","Number","209"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","V","Van","Number","44"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","OTH","Other (incl. lorry)","Number","32"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","NS","Not stated","Number","29"
